기준연월,방한 외래관광객
201801,167083.0
201802,168241.0
201803,294476.0
201804,213853.0
201805,227230.0
201806,235293.0
201807,230512.0
201808,315025.0
201809,247847.0
201810,290468.0
201811,299978.0
201812,258521.0
201901,206526.0
201902,213200.0
201903,375119.0
201904,290092.0
201905,286273.0
201906,282476.0
201907,274830.0
201908,329652.0
201909,251119.0
201910,248541.0
201911,258522.0
201912,255356.0
