기준연월,방한 외래관광객
201801,59895.0
201802,66049.0
201803,80079.0
201804,89209.0
201805,84601.0
201806,94742.0
201807,90270.0
201808,77319.0
201809,78826.0
201810,98103.0
201811,77876.0
201812,71023.0
201901,62737.0
201902,57732.0
201903,84275.0
201904,102524.0
201905,95815.0
201906,105398.0
201907,97428.0
201908,86586.0
201909,90819.0
201910,101099.0
201911,82238.0
201912,77387.0
