기준년월,지자체,방문자 구분,방문자수,전년도 방문자수,전년 대비 방문자수 증감률
201903,서울특별시,외국인방문자(c),2039574.0,1350586.0,51.0
201903,서울특별시,외부방문자(b+c),6.2816931E7,5.6899335E7,10.4
201903,서울특별시,전체방문자(a+b+c),1.97668441E8,1.93024019E8,2.4
201903,부산광역시,현지인방문자(a),3.9710478E7,3.9155039E7,1.4
201903,부산광역시,외지인방문자(b),1.4100188E7,1.3231071E7,6.6
201903,부산광역시,외국인방문자(c),400192.0,269389.0,48.6
201903,부산광역시,외부방문자(b+c),1.4500379E7,1.350046E7,7.4
201903,부산광역시,전체방문자(a+b+c),5.4210858E7,5.2655499E7,3.0
201903,대구광역시,현지인방문자(a),3.6116549E7,3.5085757E7,2.9
201903,대구광역시,외지인방문자(b),1.0078936E7,9436294.0,6.8
201903,대구광역시,외국인방문자(c),84394.0,52036.0,62.2
201903,대구광역시,외부방문자(b+c),1.016333E7,9488330.0,7.1
201903,대구광역시,전체방문자(a+b+c),4.6279879E7,4.4574087E7,3.8
201903,인천광역시,현지인방문자(a),3.4957262E7,3.34243E7,4.6
201903,인천광역시,외지인방문자(b),1.5606297E7,1.3076976E7,19.3
201903,인천광역시,외국인방문자(c),649051.0,364127.0,78.2
201903,인천광역시,외부방문자(b+c),1.6255348E7,1.3441103E7,20.9
201903,인천광역시,전체방문자(a+b+c),5.121261E7,4.6865403E7,9.3
201903,광주광역시,현지인방문자(a),2.2143268E7,2.1838754E7,1.4
201903,광주광역시,외지인방문자(b),6251892.0,5962918.0,4.8
201903,광주광역시,외국인방문자(c),35300.0,21379.0,65.1
201903,광주광역시,외부방문자(b+c),6287193.0,5984298.0,5.1
201903,광주광역시,전체방문자(a+b+c),2.8430461E7,2.7823052E7,2.2
201903,대전광역시,현지인방문자(a),2.1741986E7,2.1473326E7,1.3
201903,대전광역시,외지인방문자(b),8529784.0,8172700.0,4.4
201903,대전광역시,외국인방문자(c),32918.0,25132.0,31.0
201903,대전광역시,외부방문자(b+c),8562701.0,8197831.0,4.5
201903,대전광역시,전체방문자(a+b+c),3.0304687E7,2.9671157E7,2.1
201903,울산광역시,현지인방문자(a),1.5088073E7,1.5018804E7,0.5
201903,울산광역시,외지인방문자(b),4442596.0,3970204.0,11.9
201903,울산광역시,외국인방문자(c),75588.0,50700.0,49.1
201903,울산광역시,외부방문자(b+c),4518184.0,4020904.0,12.4
201903,울산광역시,전체방문자(a+b+c),1.9606257E7,1.9039709E7,3.0
201903,세종특별자치시,현지인방문자(a),3492545.0,2900282.0,20.4
201903,세종특별자치시,외지인방문자(b),2565381.0,2244886.0,14.3
201903,세종특별자치시,외국인방문자(c),8464.0,7959.0,6.3
201903,세종특별자치시,외부방문자(b+c),2573845.0,2252845.0,14.2
201903,세종특별자치시,전체방문자(a+b+c),6066390.0,5153127.0,17.7
201903,경기도,현지인방문자(a),1.68081084E8,1.56474276E8,7.4
201903,경기도,외지인방문자(b),6.0810432E7,5.3385339E7,13.9
201903,경기도,외국인방문자(c),676654.0,412287.0,64.1
201903,경기도,외부방문자(b+c),6.1487085E7,5.3797626E7,14.3
201903,경기도,전체방문자(a+b+c),2.2956817E8,2.10271902E8,9.2
201903,강원도,현지인방문자(a),2.597685E7,2.4739536E7,5.0
201903,강원도,외지인방문자(b),1.1195216E7,9936948.0,12.7
201903,강원도,외국인방문자(c),117098.0,125961.0,-7.0
201903,강원도,외부방문자(b+c),1.1312313E7,1.0062909E7,12.4
201903,강원도,전체방문자(a+b+c),3.7289163E7,3.4802445E7,7.1
201903,충청북도,현지인방문자(a),2.198155E7,2.1329242E7,3.1
201903,충청북도,외지인방문자(b),9692655.0,9117885.0,6.3
201903,충청북도,외국인방문자(c),59556.0,38879.0,53.2
201903,충청북도,외부방문자(b+c),9752211.0,9156764.0,6.5
201903,충청북도,전체방문자(a+b+c),3.1733762E7,3.0486006E7,4.1
201903,충청남도,현지인방문자(a),2.8193028E7,2.743168E7,2.8
201903,충청남도,외지인방문자(b),1.4588497E7,1.3446814E7,8.5
201903,충청남도,외국인방문자(c),136111.0,64538.0,110.9
201903,충청남도,외부방문자(b+c),1.4724608E7,1.3511352E7,9.0
201903,충청남도,전체방문자(a+b+c),4.2917637E7,4.0943033E7,4.8
201903,전라북도,현지인방문자(a),2.679006E7,2.615843E7,2.4
201903,전라북도,외지인방문자(b),8010716.0,7523142.0,6.5
201903,전라북도,외국인방문자(c),81428.0,40194.0,102.6
201903,전라북도,외부방문자(b+c),8092144.0,7563335.0,7.0
201903,전라북도,전체방문자(a+b+c),3.4882205E7,3.3721765E7,3.4
201903,전라남도,현지인방문자(a),2.4267355E7,2.3271437E7,4.3
201903,전라남도,외지인방문자(b),1.0385742E7,9340698.0,11.2
201903,전라남도,외국인방문자(c),170034.0,77173.0,120.3
201903,전라남도,외부방문자(b+c),1.0555777E7,9417872.0,12.1
201903,전라남도,전체방문자(a+b+c),3.4823132E7,3.2689309E7,6.5
201903,경상북도,현지인방문자(a),3.9756892E7,3.8871987E7,2.3
201903,경상북도,외지인방문자(b),1.5789767E7,1.4431228E7,9.4
201903,경상북도,외국인방문자(c),127207.0,74851.0,69.9
201903,경상북도,외부방문자(b+c),1.5916974E7,1.4506079E7,9.7
201903,경상북도,전체방문자(a+b+c),5.5673866E7,5.3378066E7,4.3
201903,경상남도,현지인방문자(a),4.4443326E7,4.3736962E7,1.6
201903,경상남도,외지인방문자(b),1.3930532E7,1.2409894E7,12.3
201903,경상남도,외국인방문자(c),174382.0,106862.0,63.2
201903,경상남도,외부방문자(b+c),1.4104914E7,1.2516756E7,12.7
201903,경상남도,전체방문자(a+b+c),5.8548239E7,5.6253718E7,4.1
201903,제주특별자치도,현지인방문자(a),1.4316183E7,1.394037E7,2.7
201903,제주특별자치도,외지인방문자(b),4446690.0,4182532.0,6.3
201903,제주특별자치도,외국인방문자(c),406773.0,220147.0,84.8
201903,제주특별자치도,외부방문자(b+c),4853464.0,4402679.0,10.2
201903,제주특별자치도,전체방문자(a+b+c),1.9169647E7,1.8343049E7,4.5
201904,서울특별시,현지인방문자(a),1.19185794E8,1.29081032E8,-7.7
201904,서울특별시,외지인방문자(b),4.3323472E7,4.4093536E7,-1.7
201904,서울특별시,외국인방문자(c),2353254.0,1537003.0,53.1
201904,서울특별시,외부방문자(b+c),4.5676727E7,4.5630539E7,0.1
201904,서울특별시,전체방문자(a+b+c),1.64862521E8,1.74711571E8,-5.6
201904,부산광역시,현지인방문자(a),3.6381838E7,3.652376E7,-0.4
201904,부산광역시,외지인방문자(b),1.0284054E7,1.0565821E7,-2.7
201904,부산광역시,외국인방문자(c),504583.0,318152.0,58.6
201904,부산광역시,외부방문자(b+c),1.0788637E7,1.0883973E7,-0.9
201904,부산광역시,전체방문자(a+b+c),4.7170475E7,4.7407733E7,-0.5
201904,대구광역시,현지인방문자(a),3.3864554E7,3.3539457E7,1.0
201904,대구광역시,외지인방문자(b),7807818.0,7839898.0,-0.4
201904,대구광역시,외국인방문자(c),92707.0,57565.0,61.0
201904,대구광역시,외부방문자(b+c),7900525.0,7897463.0,0.0
201904,대구광역시,전체방문자(a+b+c),4.1765079E7,4.143692E7,0.8
201904,인천광역시,현지인방문자(a),3.1531976E7,2.9539538E7,6.7
201904,인천광역시,외지인방문자(b),1.2173718E7,1.1211837E7,8.6
201904,인천광역시,외국인방문자(c),754061.0,392642.0,92.0
201904,인천광역시,외부방문자(b+c),1.2927779E7,1.1604479E7,11.4
201904,인천광역시,전체방문자(a+b+c),4.4459755E7,4.1144017E7,8.1
201904,광주광역시,현지인방문자(a),2.066324E7,2.0481318E7,0.9
201904,광주광역시,외지인방문자(b),4676144.0,4682349.0,-0.1
201904,광주광역시,외국인방문자(c),30818.0,21215.0,45.3
201904,광주광역시,외부방문자(b+c),4706961.0,4703564.0,0.1
201904,광주광역시,전체방문자(a+b+c),2.5370202E7,2.5184881E7,0.7
201904,대전광역시,현지인방문자(a),2.0182494E7,1.9789266E7,2.0
201904,대전광역시,외지인방문자(b),6052739.0,6223714.0,-2.7
201904,대전광역시,외국인방문자(c),35658.0,23835.0,49.6
201904,대전광역시,외부방문자(b+c),6088397.0,6247549.0,-2.5
201904,대전광역시,전체방문자(a+b+c),2.6270891E7,2.6036815E7,0.9
201904,울산광역시,현지인방문자(a),1.3758094E7,1.384767E7,-0.6
201904,울산광역시,외지인방문자(b),3349874.0,3415545.0,-1.9
201904,울산광역시,외국인방문자(c),74575.0,46613.0,60.0
201904,울산광역시,외부방문자(b+c),3424450.0,3462158.0,-1.1
201904,울산광역시,전체방문자(a+b+c),1.7182544E7,1.7309827E7,-0.7
201904,세종특별자치시,현지인방문자(a),3289958.0,2746062.0,19.8
201904,세종특별자치시,외지인방문자(b),1914262.0,1783075.0,7.4
201904,세종특별자치시,외국인방문자(c),8277.0,5742.0,44.1
201904,세종특별자치시,외부방문자(b+c),1922539.0,1788817.0,7.5
201904,세종특별자치시,전체방문자(a+b+c),5212497.0,4534879.0,14.9
201904,경기도,현지인방문자(a),1.48565848E8,1.43987386E8,3.2
201904,경기도,외지인방문자(b),4.4389796E7,4.5062574E7,-1.5
201904,경기도,외국인방문자(c),802849.0,485914.0,65.2
201904,경기도,외부방문자(b+c),4.5192645E7,4.5548488E7,-0.8
201904,경기도,전체방문자(a+b+c),1.93758493E8,1.89535873E8,2.2
201904,강원도,현지인방문자(a),2.4295838E7,2.3742618E7,2.3
201904,강원도,외지인방문자(b),8864328.0,8943512.0,-0.9
201904,강원도,외국인방문자(c),167687.0,84359.0,98.8
201904,강원도,외부방문자(b+c),9032014.0,9027871.0,0.0
201904,강원도,전체방문자(a+b+c),3.3327852E7,3.2770488E7,1.7
201904,충청북도,현지인방문자(a),2.0847396E7,2.0142602E7,3.5
201904,충청북도,외지인방문자(b),8146012.0,8020674.0,1.6
201904,충청북도,외국인방문자(c),60848.0,36909.0,64.9
201904,충청북도,외부방문자(b+c),8206860.0,8057583.0,1.9
201904,충청북도,전체방문자(a+b+c),2.9054256E7,2.8200184E7,3.0
201904,충청남도,현지인방문자(a),2.6901469E7,2.5711256E7,4.6
201904,충청남도,외지인방문자(b),1.2266222E7,1.1783436E7,4.1
201904,충청남도,외국인방문자(c),146182.0,71656.0,104.0
201904,충청남도,외부방문자(b+c),1.2412405E7,1.1855092E7,4.7
201904,충청남도,전체방문자(a+b+c),3.9313874E7,3.7566347E7,4.7
201904,전라북도,현지인방문자(a),2.5389315E7,2.4781582E7,2.5
201904,전라북도,외지인방문자(b),6619060.0,6767894.0,-2.2
201904,전라북도,외국인방문자(c),84572.0,43168.0,95.9
201904,전라북도,외부방문자(b+c),6703632.0,6811062.0,-1.6
201904,전라북도,전체방문자(a+b+c),3.2092947E7,3.1592644E7,1.6
201904,전라남도,현지인방문자(a),2.2969814E7,2.216984E7,3.6
201904,전라남도,외지인방문자(b),9104302.0,9072438.0,0.4
201904,전라남도,외국인방문자(c),176263.0,102664.0,71.7
201904,전라남도,외부방문자(b+c),9280565.0,9175102.0,1.1
201904,전라남도,전체방문자(a+b+c),3.2250379E7,3.1344942E7,2.9
201904,경상북도,현지인방문자(a),3.7708629E7,3.7150676E7,1.5
201904,경상북도,외지인방문자(b),1.2716868E7,1.2659311E7,0.5
201904,경상북도,외국인방문자(c),155745.0,91990.0,69.3
201904,경상북도,외부방문자(b+c),1.2872613E7,1.2751301E7,1.0
201904,경상북도,전체방문자(a+b+c),5.0581242E7,4.9901977E7,1.4
201904,경상남도,현지인방문자(a),4.123098E7,4.0774506E7,1.1
201904,경상남도,외지인방문자(b),1.1461492E7,1.1577503E7,-1.0
201904,경상남도,외국인방문자(c),202375.0,131418.0,54.0
201904,경상남도,외부방문자(b+c),1.1663867E7,1.1708921E7,-0.4
201904,경상남도,전체방문자(a+b+c),5.2894847E7,5.2483427E7,0.8
201904,제주특별자치도,현지인방문자(a),1.3544643E7,1.3294778E7,1.9
201904,제주특별자치도,외지인방문자(b),4080300.0,4361262.0,-6.4
201904,제주특별자치도,외국인방문자(c),495204.0,307812.0,60.9
201904,제주특별자치도,외부방문자(b+c),4575504.0,4669075.0,-2.0
201904,제주특별자치도,전체방문자(a+b+c),1.8120147E7,1.7963853E7,0.9
201905,서울특별시,현지인방문자(a),1.22667797E8,1.40823672E8,-12.9
201905,서울특별시,외지인방문자(b),5.1738645E7,4.8047528E7,7.7
201905,서울특별시,외국인방문자(c),2053610.0,1446624.0,42.0
201905,서울특별시,외부방문자(b+c),5.3792255E7,4.9494152E7,8.7
201905,서울특별시,전체방문자(a+b+c),1.76460052E8,1.90317824E8,-7.3
201905,부산광역시,현지인방문자(a),3.9926246E7,4.0974566E7,-2.6
201905,부산광역시,외지인방문자(b),1.2990982E7,1.2189331E7,6.6
201905,부산광역시,외국인방문자(c),467262.0,317102.0,47.4
201905,부산광역시,외부방문자(b+c),1.3458243E7,1.2506433E7,7.6
201905,부산광역시,전체방문자(a+b+c),5.338449E7,5.3480999E7,-0.2
201905,대구광역시,현지인방문자(a),3.6360716E7,3.6363544E7,-0.0
201905,대구광역시,외지인방문자(b),8482460.0,8945594.0,-5.2
201905,대구광역시,외국인방문자(c),79748.0,49261.0,61.9
201905,대구광역시,외부방문자(b+c),8562208.0,8994855.0,-4.8
201905,대구광역시,전체방문자(a+b+c),4.4922924E7,4.5358399E7,-1.0
201905,인천광역시,현지인방문자(a),3.2099669E7,3.337936E7,-3.8
201905,인천광역시,외지인방문자(b),1.3929828E7,1.298828E7,7.2
201905,인천광역시,외국인방문자(c),709345.0,390702.0,81.6
201905,인천광역시,외부방문자(b+c),1.4639173E7,1.3378981E7,9.4
201905,인천광역시,전체방문자(a+b+c),4.6738842E7,4.6758341E7,-0.0
201905,광주광역시,현지인방문자(a),2.220443E7,2.2420724E7,-1.0
201905,광주광역시,외지인방문자(b),5168912.0,5297274.0,-2.4
201905,광주광역시,외국인방문자(c),29845.0,23750.0,25.7
201905,광주광역시,외부방문자(b+c),5198757.0,5321025.0,-2.3
201905,광주광역시,전체방문자(a+b+c),2.7403187E7,2.7741748E7,-1.2
201905,대전광역시,현지인방문자(a),2.2465342E7,2.2353401E7,0.5
201905,대전광역시,외지인방문자(b),6623740.0,6836918.0,-3.1
201905,대전광역시,외국인방문자(c),30110.0,25082.0,20.0
201905,대전광역시,외부방문자(b+c),6653849.0,6862000.0,-3.0
201905,대전광역시,전체방문자(a+b+c),2.9119191E7,2.9215401E7,-0.3
201905,울산광역시,현지인방문자(a),1.4922824E7,1.5259668E7,-2.2
201905,울산광역시,외지인방문자(b),4138071.0,3946134.0,4.9
201905,울산광역시,외국인방문자(c),81085.0,58157.0,39.4
201905,울산광역시,외부방문자(b+c),4219156.0,4004291.0,5.4
201905,울산광역시,전체방문자(a+b+c),1.914198E7,1.9263959E7,-0.6
201905,세종특별자치시,현지인방문자(a),3806506.0,3207340.0,18.7
201905,세종특별자치시,외지인방문자(b),2099884.0,1919726.0,9.4
201905,세종특별자치시,외국인방문자(c),9503.0,5978.0,59.0
201905,세종특별자치시,외부방문자(b+c),2109387.0,1925703.0,9.5
201905,세종특별자치시,전체방문자(a+b+c),5915893.0,5133044.0,15.3
201905,경기도,현지인방문자(a),1.51744166E8,1.63498636E8,-7.2
201905,경기도,외지인방문자(b),5.2650574E7,5.2493259E7,0.3
