기준연월,방한 외래관광객
201801,599.0
201802,511.0
201803,1826.0
201804,886.0
201805,452.0
201806,642.0
201807,1375.0
201808,1245.0
201809,704.0
201810,1003.0
201811,986.0
201812,1198.0
201901,769.0
201902,668.0
201903,1732.0
201904,1476.0
201905,352.0
201906,1014.0
201907,1525.0
201908,1451.0
201909,862.0
201910,961.0
201911,1110.0
201912,1306.0
