기준연월,방한 외래관광객
201801,34671.0
201802,50590.0
201803,62340.0
201804,66533.0
201805,57320.0
201806,66136.0
201807,58373.0
201808,63397.0
201809,49649.0
201810,61473.0
201811,53790.0
201812,59546.0
201901,35896.0
201902,51312.0
201903,46068.0
201904,76104.0
201905,57026.0
201906,61728.0
201907,59036.0
201908,65958.0
201909,45911.0
201910,65544.0
201911,58600.0
201912,71751.0
