기준연월,방한 외래관광객
201801,5891.0
201802,7277.0
201803,7102.0
201804,10174.0
201805,9390.0
201806,7716.0
201807,9585.0
201808,10722.0
201809,7944.0
201810,10813.0
201811,7668.0
201812,5814.0
201901,5574.0
201902,5830.0
201903,7469.0
201904,11616.0
201905,10395.0
201906,8559.0
201907,10716.0
201908,12984.0
201909,10242.0
201910,12546.0
201911,8111.0
201912,6752.0
