기준연월,방한 외래관광객
201801,10793.0
201802,8901.0
201803,10664.0
201804,7607.0
201805,7793.0
201806,9123.0
201807,9070.0
201808,10418.0
201809,11100.0
201810,10729.0
201811,9464.0
201812,8202.0
201901,9785.0
201902,9176.0
201903,8724.0
201904,7582.0
201905,8014.0
201906,9244.0
201907,8766.0
201908,9626.0
201909,10900.0
201910,11221.0
201911,10519.0
201912,10042.0
