기준연월,방한 외래관광객
201801,7421.0
201802,7093.0
201803,9363.0
201804,10641.0
201805,11625.0
201806,10346.0
201807,9929.0
201808,10610.0
201809,11393.0
201810,12683.0
201811,10247.0
201812,8440.0
201901,8671.0
201902,8309.0
201903,10646.0
201904,12933.0
201905,13858.0
201906,13249.0
201907,10432.0
201908,17001.0
201909,12716.0
201910,13160.0
201911,12184.0
201912,10208.0
