기준연월,방한 외래관광객
201801,1934.0
201802,1896.0
201803,2464.0
201804,3329.0
201805,2551.0
201806,2499.0
201807,2683.0
201808,3197.0
201809,2346.0
201810,2593.0
201811,2158.0
201812,1908.0
201901,1785.0
201902,1765.0
201903,2532.0
201904,2826.0
201905,2492.0
201906,2835.0
201907,2962.0
201908,3015.0
201909,2802.0
201910,2893.0
201911,2881.0
201912,2505.0
