기준연월,방한 외래관광객
201801,16285.0
201802,24508.0
201803,37656.0
201804,50727.0
201805,33676.0
201806,48295.0
201807,46310.0
201808,37085.0
201809,37481.0
201810,55380.0
201811,40571.0
201812,29844.0
201901,20183.0
201902,42181.0
201903,46991.0
201904,63169.0
201905,44416.0
201906,58339.0
201907,52521.0
201908,43583.0
201909,43617.0
201910,64820.0
201911,43190.0
201912,30721.0
