기준연월,방한 외래관광객
201801,7328.0
201802,9577.0
201803,11239.0
201804,10924.0
201805,9699.0
201806,8424.0
201807,9101.0
201808,10010.0
201809,10760.0
201810,12635.0
201811,9458.0
201812,6634.0
201901,6850.0
201902,6866.0
201903,11142.0
201904,12873.0
201905,10103.0
201906,8947.0
201907,9675.0
201908,11159.0
201909,12670.0
201910,13322.0
201911,9819.0
201912,7304.0
