기준연월,방한 외래관광객
201801,21934.0
201802,20889.0
201803,25733.0
201804,31313.0
201805,26687.0
201806,26796.0
201807,28260.0
201808,23001.0
201809,23388.0
201810,28153.0
201811,23380.0
201812,23008.0
201901,25194.0
201902,20001.0
201903,27992.0
201904,34205.0
201905,32955.0
201906,28666.0
201907,28421.0
201908,28700.0
201909,30266.0
201910,33379.0
201911,26708.0
201912,26570.0
