광역지자체,소비액,전년동기 소비액,전년대비 소비증감률
서울특별시,2.27383436E8,0.0,0.0
부산광역시,2.9299649E7,0.0,0.0
대구광역시,3321971.0,0.0,0.0
인천광역시,4.286409E7,0.0,0.0
광주광역시,976712.0,0.0,0.0
대전광역시,2475161.0,0.0,0.0
울산광역시,1013695.0,0.0,0.0
세종특별자치시,56014.0,0.0,0.0
경기도,2.5560766E7,0.0,0.0
강원도,1101975.0,0.0,0.0
충청북도,1155804.0,0.0,0.0
충청남도,1560009.0,0.0,0.0
전라북도,949469.0,0.0,0.0
전라남도,762903.0,0.0,0.0
경상북도,1702255.0,0.0,0.0
경상남도,3222507.0,0.0,0.0
제주특별자치도,1.9130087E7,0.0,0.0
