기준연월,방한 외래관광객
201801,9399.0
201802,10334.0
201803,12257.0
201804,13363.0
201805,10803.0
201806,10586.0
201807,10683.0
201808,11132.0
201809,10753.0
201810,13813.0
201811,10067.0
201812,7787.0
201901,10148.0
201902,7876.0
201903,12813.0
201904,16707.0
201905,11522.0
201906,11155.0
201907,10826.0
201908,13116.0
201909,13325.0
201910,15911.0
201911,11542.0
201912,8735.0
