기준연월,방한 외래관광객
201801,12417.0
201802,16438.0
201803,18833.0
201804,18569.0
201805,18651.0
201806,14521.0
201807,15002.0
201808,14686.0
201809,15667.0
201810,20187.0
201811,15205.0
201812,14083.0
201901,12460.0
201902,13551.0
201903,18670.0
201904,21361.0
201905,19439.0
201906,16133.0
201907,16103.0
201908,16700.0
201909,18213.0
201910,20624.0
201911,16862.0
201912,15292.0
