기준연월,방한 외래관광객
201801,30454.0
201802,27013.0
201803,41177.0
201804,49053.0
201805,42722.0
201806,37554.0
201807,29237.0
201808,30459.0
201809,33427.0
201810,52016.0
201811,44406.0
201812,42650.0
201901,30473.0
201902,29294.0
201903,38701.0
201904,66525.0
201905,50569.0
201906,40748.0
201907,29074.0
201908,41817.0
201909,36252.0
201910,55394.0
201911,41739.0
201912,43281.0
