기준연월,방한 외래관광객
201801,3942.0
201802,4687.0
201803,5475.0
201804,4797.0
201805,4638.0
201806,4551.0
201807,4444.0
201808,4585.0
201809,4327.0
201810,4768.0
201811,3538.0
201812,3107.0
201901,3574.0
201902,3774.0
201903,4915.0
201904,4618.0
201905,4585.0
201906,4829.0
201907,4953.0
201908,4948.0
201909,4909.0
201910,4776.0
201911,3697.0
201912,3388.0
