기준연월,방한 외래관광객
201801,17034.0
201802,14739.0
201803,20202.0
201804,27913.0
201805,19057.0
201806,22833.0
201807,18061.0
201808,15796.0
201809,18236.0
201810,24931.0
201811,24176.0
201812,26089.0
201901,18842.0
201902,18115.0
201903,25626.0
201904,31427.0
201905,18936.0
201906,27880.0
201907,18260.0
201908,18210.0
201909,19309.0
201910,28494.0
201911,23760.0
201912,29716.0
