기준연월,방한 외래관광객
201801,9664.0
201802,9093.0
201803,22182.0
201804,21130.0
201805,19768.0
201806,23117.0
201807,11521.0
201808,11843.0
201809,15346.0
201810,21787.0
201811,25981.0
201812,40465.0
201901,9855.0
201902,9792.0
201903,22105.0
201904,23307.0
201905,20114.0
201906,24743.0
201907,10992.0
201908,13008.0
201909,17745.0
201910,24719.0
201911,27546.0
201912,42216.0
