광역지자체,소비액,전년동기 소비액,전년대비 소비증감률
서울특별시,2.71009363E8,0.0,0.0
부산광역시,3.2879269E7,0.0,0.0
대구광역시,2684061.0,0.0,0.0
인천광역시,4.4363381E7,0.0,0.0
광주광역시,1835895.0,0.0,0.0
대전광역시,2234919.0,0.0,0.0
울산광역시,983937.0,0.0,0.0
세종특별자치시,62892.0,0.0,0.0
경기도,2.6986219E7,0.0,0.0
강원도,967067.0,0.0,0.0
충청북도,1117026.0,0.0,0.0
충청남도,1742211.0,0.0,0.0
전라북도,980673.0,0.0,0.0
전라남도,707047.0,0.0,0.0
경상북도,1706099.0,0.0,0.0
경상남도,3780692.0,0.0,0.0
제주특별자치도,1.7475796E7,0.0,0.0
