시도,군구,관광지명,내/외국인,연도월,입장객수
서울특별시,종로구,경복궁,내국인,2019년 01월,169113.0
서울특별시,종로구,경복궁,외국인,2019년 01월,54374.0
서울특별시,종로구,종묘,내국인,2019년 01월,36179.0
서울특별시,종로구,종묘,외국인,2019년 01월,3547.0
서울특별시,종로구,창경궁,내국인,2019년 01월,32591.0
서울특별시,종로구,창경궁,외국인,2019년 01월,3190.0
서울특별시,종로구,창덕궁,내국인,2019년 01월,38405.0
서울특별시,종로구,창덕궁,외국인,2019년 01월,25323.0
서울특별시,중구,남산골한옥마을,내국인,2019년 01월,64666.0
서울특별시,중구,남산골한옥마을,외국인,2019년 01월,10076.0
서울특별시,중구,덕수궁,내국인,2019년 01월,109930.0
서울특별시,중구,덕수궁,외국인,2019년 01월,20602.0
서울특별시,중구,서울시립미술관 본관,내국인,2019년 01월,106456.0
서울특별시,중구,서울시립미술관 본관,외국인,2019년 01월,2544.0
서울특별시,용산구,국립중앙박물관,내국인,2019년 01월,295344.0
서울특별시,용산구,국립중앙박물관,외국인,2019년 01월,7259.0
서울특별시,동대문구,서울약령시 한의약박물관,내국인,2019년 01월,3477.0
서울특별시,동대문구,서울약령시 한의약박물관,외국인,2019년 01월,114.0
서울특별시,동대문구,세종대왕기념관,내국인,2019년 01월,240.0
서울특별시,노원구,태릉 ·  강릉 · 조선왕릉전시관,내국인,2019년 01월,1735.0
서울특별시,노원구,태릉 ·  강릉 · 조선왕릉전시관,외국인,2019년 01월,14.0
서울특별시,서대문구,서대문자연사박물관,내국인,2019년 01월,30160.0
서울특별시,서대문구,서대문자연사박물관,외국인,2019년 01월,0.0
서울특별시,서대문구,서대문형무소역사관,내국인,2019년 01월,35384.0
서울특별시,서대문구,서대문형무소역사관,외국인,2019년 01월,2161.0
서울특별시,마포구,트릭아이미술관,내국인,2019년 01월,5424.0
서울특별시,마포구,트릭아이미술관,외국인,2019년 01월,13160.0
서울특별시,서초구,헌릉ㆍ인릉,내국인,2019년 01월,1399.0
서울특별시,서초구,헌릉ㆍ인릉,외국인,2019년 01월,4.0
서울특별시,강남구,선릉·정릉,내국인,2019년 01월,11638.0
서울특별시,강남구,선릉·정릉,외국인,2019년 01월,715.0
서울특별시,송파구,롯데월드,내국인,2019년 01월,494765.0
서울특별시,송파구,서울스카이,내국인,2019년 01월,99439.0
서울특별시,송파구,아쿠아리움,내국인,2019년 01월,118142.0
부산광역시,서구,송도구름산책로,내국인,2019년 01월,136346.0
부산광역시,영도구,태종대 관광지,내국인,2019년 01월,61547.0
부산광역시,동래구,이주홍 문학관,내국인,2019년 01월,195.0
부산광역시,남구,부산시립박물관,내국인,2019년 01월,12254.0
부산광역시,남구,부산시립박물관,외국인,2019년 01월,2250.0
부산광역시,북구,구포국수체험관,내국인,2019년 01월,1132.0
부산광역시,북구,구포어린이교통공원,내국인,2019년 01월,4431.0
부산광역시,북구,기후변화체험관,내국인,2019년 01월,6478.0
부산광역시,북구,문화빙상센터,내국인,2019년 01월,14208.0
부산광역시,해운대구,누리마루 APEC하우스,내국인,2019년 01월,137570.0
부산광역시,해운대구,부산아쿠아리움,내국인,2019년 01월,55877.0
부산광역시,사하구,감천문화마을,내국인,2019년 01월,224243.0
부산광역시,금정구,스포원,내국인,2019년 01월,83740.0
부산광역시,강서구,한국마사회 렛츠런파크 부산경남,내국인,2019년 01월,65380.0
부산광역시,강서구,한국마사회 렛츠런파크 부산경남,외국인,2019년 01월,0.0
부산광역시,기장군,국립부산과학관,내국인,2019년 01월,102316.0
부산광역시,기장군,아홉산숲,내국인,2019년 01월,9730.0
대구광역시,중구,근대문화체험관 계산예가,내국인,2019년 01월,7709.0
대구광역시,중구,근대역사관,내국인,2019년 01월,5494.0
대구광역시,중구,김광석 다시 그리기 길,내국인,2019년 01월,80863.0
대구광역시,중구,김원일의 마당깊은 집,내국인,2019년 01월,
대구광역시,중구,대구예술발전소,내국인,2019년 01월,9556.0
대구광역시,중구,쌈지공원(관광안내소입구),내국인,2019년 01월,37711.0
대구광역시,중구,약령시한의약박물관,내국인,2019년 01월,
대구광역시,중구,옛 구암서원,내국인,2019년 01월,1528.0
대구광역시,중구,옛 구암서원,외국인,2019년 01월,810.0
대구광역시,중구,향촌문화관,내국인,2019년 01월,8624.0
대구광역시,중구,향촌문화관,외국인,2019년 01월,424.0
대구광역시,동구,갓바위,내국인,2019년 01월,57733.0
대구광역시,동구,국립대구기상과학관,내국인,2019년 01월,6383.0
대구광역시,동구,노태우전대통령생가,내국인,2019년 01월,2374.0
대구광역시,동구,신숭겸장군 유적지,내국인,2019년 01월,32822.0
대구광역시,동구,아양기찻길,내국인,2019년 01월,42664.0
대구광역시,동구,얼라이브 아쿠아리움 대구,내국인,2019년 01월,42860.0
대구광역시,동구,얼라이브 아쿠아리움 대구,외국인,2019년 01월,684.0
대구광역시,동구,치킨체험테마파크 땅땅랜드,내국인,2019년 01월,4123.0
대구광역시,동구,팔공산 케이블카,내국인,2019년 01월,15870.0
대구광역시,동구,팔공산 케이블카,외국인,2019년 01월,0.0
대구광역시,서구,달성토성마을,내국인,2019년 01월,
대구광역시,남구,고산골 공룡공원,내국인,2019년 01월,13626.0
대구광역시,남구,앞산전망대,내국인,2019년 01월,22711.0
대구광역시,북구,구암서원,내국인,2019년 01월,135.0
대구광역시,북구,대구교육박물관,내국인,2019년 01월,4980.0
대구광역시,북구,대구교육박물관,외국인,2019년 01월,0.0
대구광역시,북구,대구사격장,내국인,2019년 01월,10259.0
대구광역시,북구,대구사격장,외국인,2019년 01월,58.0
대구광역시,수성구,국립대구박물관,내국인,2019년 01월,25318.0
대구광역시,수성구,대구미술관,내국인,2019년 01월,6950.0
대구광역시,수성구,대구미술관,외국인,2019년 01월,26.0
대구광역시,수성구,박물관 수,내국인,2019년 01월,54.0
대구광역시,수성구,수성구 관광정보체험센터,내국인,2019년 01월,170.0
대구광역시,수성구,수성아트피아,내국인,2019년 01월,4150.0
대구광역시,수성구,아이니테마파크,내국인,2019년 01월,15761.0
대구광역시,달서구,달서별빛캠프 캠핑장,내국인,2019년 01월,
대구광역시,달서구,대구수목원,내국인,2019년 01월,71766.0
대구광역시,달서구,병암서원,내국인,2019년 01월,
대구광역시,달서구,선사유적공원,내국인,2019년 01월,
대구광역시,달서구,온천 엘리바덴,내국인,2019년 01월,50381.0
대구광역시,달서구,온천 엘리바덴,외국인,2019년 01월,0.0
대구광역시,달서구,월곡역사박물관,내국인,2019년 01월,
대구광역시,달서구,이월드,내국인,2019년 01월,117091.0
대구광역시,달서구,이월드,외국인,2019년 01월,2385.0
대구광역시,달서구,행소박물관,내국인,2019년 01월,
대구광역시,달성군,국립대구과학관,내국인,2019년 01월,71653.0
대구광역시,달성군,녹동서원,내국인,2019년 01월,1990.0
대구광역시,달성군,녹동서원,외국인,2019년 01월,57.0
대구광역시,달성군,마비정,내국인,2019년 01월,11465.0
대구광역시,달성군,비슬산자연휴양림,내국인,2019년 01월,48411.0
대구광역시,달성군,사문진유람선(달성호 및 사문진호),내국인,2019년 01월,468.0
대구광역시,달성군,스파밸리,내국인,2019년 01월,33308.0
대구광역시,달성군,스파밸리,외국인,2019년 01월,42.0
대구광역시,달성군,허브힐즈 (구 냉천자연랜드),내국인,2019년 01월,31421.0
대구광역시,달성군,허브힐즈 (구 냉천자연랜드),외국인,2019년 01월,947.0
대구광역시,달성군,화원 자연휴양림,내국인,2019년 01월,12655.0
인천광역시,중구,무의도,내국인,2019년 01월,12589.0
인천광역시,중구,송월동화마을 트릭아트스토리,내국인,2019년 01월,1780.0
인천광역시,중구,씨사이드파크 레일바이크,내국인,2019년 01월,3268.0
인천광역시,중구,연안부두 유람선,내국인,2019년 01월,6138.0
인천광역시,중구,연안부두 유람선,외국인,2019년 01월,576.0
인천광역시,중구,영종역사관,내국인,2019년 01월,3357.0
인천광역시,중구,월미도 유람선,내국인,2019년 01월,13446.0
인천광역시,중구,월미도 유람선,외국인,2019년 01월,354.0
인천광역시,중구,인천개항장 근대건축전시관,내국인,2019년 01월,3138.0
인천광역시,중구,인천개항장 근대건축전시관,외국인,2019년 01월,0.0
인천광역시,중구,인천대교기념관,내국인,2019년 01월,1361.0
인천광역시,중구,인천대교기념관,외국인,2019년 01월,15.0
인천광역시,중구,인천학생과학관,내국인,2019년 01월,6962.0
인천광역시,중구,중구생활사전시관,내국인,2019년 01월,4000.0
인천광역시,중구,짜장면박물관,내국인,2019년 01월,18432.0
인천광역시,중구,짜장면박물관,외국인,2019년 01월,7829.0
인천광역시,중구,한국이민사박물관,내국인,2019년 01월,4158.0
인천광역시,중구,한국이민사박물관,외국인,2019년 01월,0.0
인천광역시,동구,수도국산달동네박물관,내국인,2019년 01월,9829.0
인천광역시,동구,수도국산달동네박물관,외국인,2019년 01월,145.0
인천광역시,동구,실감콘텐츠체험관 탐,내국인,2019년 01월,2267.0
인천광역시,동구,작은미술관,내국인,2019년 01월,0.0
인천광역시,미추홀구,송암 미술관,내국인,2019년 01월,460.0
인천광역시,연수구,가스과학관,내국인,2019년 01월,5410.0
인천광역시,연수구,가스과학관,외국인,2019년 01월,
인천광역시,연수구,가천박물관,내국인,2019년 01월,634.0
인천광역시,연수구,가천박물관,외국인,2019년 01월,
인천광역시,연수구,인천도시역사관,내국인,2019년 01월,6455.0
인천광역시,연수구,인천도시역사관,외국인,2019년 01월,
인천광역시,연수구,인천상륙작전기념관,내국인,2019년 01월,9071.0
인천광역시,연수구,인천상륙작전기념관,외국인,2019년 01월,4007.0
인천광역시,남동구, 소래철교,내국인,2019년 01월,42394.0
인천광역시,남동구,소래습지생태공원전시관,내국인,2019년 01월,
인천광역시,남동구,소래역사관,내국인,2019년 01월,3951.0
인천광역시,남동구,소래역사관,외국인,2019년 01월,11.0
인천광역시,남동구,애보 박물관,내국인,2019년 01월,1622.0
인천광역시,부평구,기후변화체험관,내국인,2019년 01월,5340.0
인천광역시,부평구,부평아트센터,내국인,2019년 01월,2686.0
인천광역시,부평구,부평아트센터,외국인,2019년 01월,0.0
인천광역시,부평구,부평역사박물관,내국인,2019년 01월,5716.0
인천광역시,부평구,안전체험관,내국인,2019년 01월,2993.0
인천광역시,부평구,인천나비공원,내국인,2019년 01월,3142.0
인천광역시,계양구,인천어린이과학관,내국인,2019년 01월,59018.0
인천광역시,서구,검단 선사박물관,내국인,2019년 01월,3168.0
인천광역시,서구,녹청자박물관,내국인,2019년 01월,2260.0
인천광역시,서구,세어도,내국인,2019년 01월,0.0
인천광역시,강화군,강화 농경문화관,내국인,2019년 01월,2465.0
인천광역시,강화군,강화갯벌센터,내국인,2019년 01월,79.0
인천광역시,강화군,강화갯벌센터,외국인,2019년 01월,0.0
인천광역시,강화군,강화관광플랫폼,내국인,2019년 01월,4101.0
인천광역시,강화군,강화나들길(1코스~8코스),내국인,2019년 01월,15268.0
인천광역시,강화군,강화석모도 미네랄 온천,내국인,2019년 01월,33237.0
인천광역시,강화군,강화역사박물관,내국인,2019년 01월,9981.0
인천광역시,강화군,강화역사박물관,외국인,2019년 01월,38.0
인천광역시,강화군,강화자연사박물관,내국인,2019년 01월,9180.0
인천광역시,강화군,강화자연사박물관,외국인,2019년 01월,0.0
인천광역시,강화군,강화전적지5개소,내국인,2019년 01월,25835.0
인천광역시,강화군,강화전적지5개소,외국인,2019년 01월,767.0
인천광역시,강화군,강화평화전망대,내국인,2019년 01월,10199.0
인천광역시,강화군,강화평화전망대,외국인,2019년 01월,93.0
인천광역시,강화군,강화화문석문화관,내국인,2019년 01월,1085.0
인천광역시,강화군,강화화문석문화관,외국인,2019년 01월,0.0
인천광역시,강화군,마니산,내국인,2019년 01월,20200.0
인천광역시,강화군,마니산,외국인,2019년 01월,4.0
인천광역시,강화군,석모도 자연휴양림,내국인,2019년 01월,3118.0
인천광역시,강화군,소창체험관,내국인,2019년 01월,2432.0
인천광역시,강화군,옥토끼우주센터,내국인,2019년 01월,11009.0
인천광역시,강화군,함허동천,내국인,2019년 01월,3762.0
인천광역시,강화군,함허동천,외국인,2019년 01월,0.0
인천광역시,옹진군,대청면,내국인,2019년 01월,861.0
인천광역시,옹진군,덕적면,내국인,2019년 01월,2060.0
인천광역시,옹진군,백령면,내국인,2019년 01월,3519.0
인천광역시,옹진군,북도면,내국인,2019년 01월,10199.0
인천광역시,옹진군,연평면,내국인,2019년 01월,786.0
인천광역시,옹진군,영흥에너지파크,내국인,2019년 01월,2318.0
인천광역시,옹진군,영흥에너지파크,외국인,2019년 01월,20.0
인천광역시,옹진군,자월면,내국인,2019년 01월,1723.0
광주광역시,동구,곰적골,내국인,2019년 01월,1101.0
광주광역시,동구,광주광역시 5.18민주화운동기록관,내국인,2019년 01월,2989.0
광주광역시,동구,무등산국립공원(동적골),내국인,2019년 01월,17481.0
광주광역시,동구,무등산국립공원(장원봉제1진입로),내국인,2019년 01월,1167.0
광주광역시,동구,무등산국립공원(제1수원지),내국인,2019년 01월,2118.0
광주광역시,동구,무등산국립공원(제1수원지),외국인,2019년 01월,0.0
광주광역시,동구,무등산국립공원(제2수원지),내국인,2019년 01월,2430.0
광주광역시,동구,무등산국립공원(주차장~옛길),내국인,2019년 01월,8300.0
광주광역시,동구,무등산국립공원(주차장~옛길),외국인,2019년 01월,0.0
광주광역시,동구,무등산국립공원(증심사방향1),내국인,2019년 01월,14625.0
광주광역시,동구,무등산국립공원(증심사방향1),외국인,2019년 01월,0.0
광주광역시,동구,무등산국립공원(증심사방향2),내국인,2019년 01월,20121.0
광주광역시,동구,무등산국립공원(증심사방향2),외국인,2019년 01월,0.0
광주광역시,동구,무등산국립공원(증심사상가방향1),내국인,2019년 01월,13000.0
광주광역시,동구,무등산국립공원(증심사상가방향1),외국인,2019년 01월,0.0
광주광역시,동구,무등산국립공원(증심사상가방향2),내국인,2019년 01월,48596.0
광주광역시,동구,무등산국립공원(증심사상가방향2),외국인,2019년 01월,0.0
광주광역시,동구,무등산국립공원(증심사차량통제소),내국인,2019년 01월,7164.0
광주광역시,동구,무등산국립공원(증심사차량통제소),외국인,2019년 01월,0.0
광주광역시,동구,무등산국립공원(증심상가),내국인,2019년 01월,36182.0
광주광역시,동구,무등산국립공원(지산유원지),내국인,2019년 01월,759.0
광주광역시,동구,무등산국립공원(지산유원지),외국인,2019년 01월,0.0
광주광역시,동구,지원정수장,내국인,2019년 01월,959.0
광주광역시,서구,광주학생독립운동기념회관,내국인,2019년 01월,2364.0
광주광역시,서구,하정웅미술관,내국인,2019년 01월,1561.0
광주광역시,남구,고싸움놀이테마파크,내국인,2019년 01월,105.0
광주광역시,남구,고싸움놀이테마파크,외국인,2019년 01월,2.0
광주광역시,남구,빛고을공예창작촌,내국인,2019년 01월,923.0
광주광역시,남구,승촌보야영장,내국인,2019년 01월,611.0
광주광역시,남구,영산강문화관,내국인,2019년 01월,21023.0
광주광역시,남구,이장우가옥,내국인,2019년 01월,3746.0
광주광역시,남구,펭귄마을,내국인,2019년 01월,4214.0
광주광역시,남구,포충사,내국인,2019년 01월,4630.0
광주광역시,북구,광주문화예술회관,내국인,2019년 01월,13257.0
광주광역시,북구,광주시민의숲 야영장,내국인,2019년 01월,1820.0
광주광역시,북구,국립광주과학관,내국인,2019년 01월,35308.0
광주광역시,북구,국립광주박물관,내국인,2019년 01월,43659.0
광주광역시,북구,국립광주박물관,외국인,2019년 01월,226.0
광주광역시,북구,무등산국립공원(각화제),내국인,2019년 01월,14229.0
광주광역시,북구,무등산국립공원(원효분소차단기1),내국인,2019년 01월,9819.0
광주광역시,북구,무등산국립공원(원효분소차단기2),내국인,2019년 01월,5118.0
광주광역시,북구,무등산국립공원(원효사상가~꼬막재방향),내국인,2019년 01월,1017.0
광주광역시,북구,무등산국립공원(원효사상가~제철유적지방향),내국인,2019년 01월,820.0
광주광역시,북구,무등산국립공원(원효사위),내국인,2019년 01월,7058.0
광주광역시,북구,무등산국립공원(원효사주차장~옛길),내국인,2019년 01월,2376.0
광주광역시,북구,무등산국립공원(원효사차량통제소),내국인,2019년 01월,5995.0
광주광역시,북구,무등산국립공원(인공폭포),내국인,2019년 01월,291.0
광주광역시,북구,무등산국립공원(장원봉제2진입로),내국인,2019년 01월,150.0
광주광역시,북구,무등산국립공원(청풍쉼터),내국인,2019년 01월,8241.0
광주광역시,북구,무등산국립공원(청풍탐방지원센터),내국인,2019년 01월,186.0
광주광역시,북구,무등산국립공원(풍암제),내국인,2019년 01월,867.0
광주광역시,북구,시립미술관(중외공원),내국인,2019년 01월,20491.0
광주광역시,북구,시립민속박물관,내국인,2019년 01월,6694.0
광주광역시,북구,우치공원(동물원),내국인,2019년 01월,17987.0
광주광역시,북구,우치공원(패밀리랜드),내국인,2019년 01월,31525.0
광주광역시,북구,우치공원(패밀리랜드),외국인,2019년 01월,0.0
대전광역시,동구,상소오토캠핑장,내국인,2019년 01월,1168.0
대전광역시,동구,찬샘마을,내국인,2019년 01월,92.0
대전광역시,동구,한밭교육박물관,내국인,2019년 01월,1949.0
대전광역시,중구,대전 아쿠아월드,내국인,2019년 01월,17035.0
대전광역시,중구,대전오월드,내국인,2019년 01월,42599.0
대전광역시,중구,뿌리공원,내국인,2019년 01월,39262.0
대전광역시,서구,남선공원종합체육관,내국인,2019년 01월,34550.0
대전광역시,서구,대전시립미술관,내국인,2019년 01월,6645.0
대전광역시,서구,대전예술의전당,내국인,2019년 01월,
대전광역시,서구,장태산자연휴양림,내국인,2019년 01월,41007.0
대전광역시,서구,한밭수목원,내국인,2019년 01월,
대전광역시,유성구,계룡산 수통골,내국인,2019년 01월,64221.0
대전광역시,유성구,계룡스파텔 대온천탕,내국인,2019년 01월,
대전광역시,유성구,국립중앙과학관,내국인,2019년 01월,104886.0
대전광역시,유성구,대전시민천문대,내국인,2019년 01월,11892.0
대전광역시,유성구,대전어린이회관,내국인,2019년 01월,6279.0
대전광역시,유성구,솔로몬 로파크,내국인,2019년 01월,14580.0
대전광역시,유성구,유성유스호스텔,내국인,2019년 01월,1488.0
대전광역시,유성구,지질박물관,내국인,2019년 01월,4817.0
대전광역시,유성구,지질박물관,외국인,2019년 01월,87.0
대전광역시,유성구,화폐박물관,내국인,2019년 01월,9574.0
대전광역시,유성구,화폐박물관,외국인,2019년 01월,17.0
대전광역시,대덕구,로하스가족공원 캠핑장,내국인,2019년 01월,1092.0
울산광역시,중구,약사동제방유적전시관 ,내국인,2019년 01월,1003.0
울산광역시,중구,외솔생가 및 기념관,내국인,2019년 01월,2228.0
울산광역시,중구,울산 동헌 및 내아,내국인,2019년 01월,2928.0
울산광역시,중구,태화강 십리대숲,내국인,2019년 01월,8449.0
울산광역시,중구,태화강대공원,내국인,2019년 01월,29293.0
울산광역시,중구,태화루,내국인,2019년 01월,5914.0
울산광역시,남구,SK에너지 울산Complex 견학,내국인,2019년 01월,128.0
울산광역시,남구,SK에너지 울산Complex 견학,외국인,2019년 01월,32.0
울산광역시,남구,고래생태체험관,내국인,2019년 01월,27211.0
울산광역시,남구,"울산대공원 유료시설(장미계곡,나비원, 골프장)",내국인,2019년 01월,31795.0
울산광역시,남구,"울산대공원 유료시설(장미계곡,나비원, 골프장)",외국인,2019년 01월,63.0
울산광역시,남구,울산박물관,내국인,2019년 01월,15320.0
울산광역시,남구,울산박물관,외국인,2019년 01월,148.0
울산광역시,남구,장생포 고래문화마을,내국인,2019년 01월,13774.0
울산광역시,남구,태화강 동굴피아,내국인,2019년 01월,4652.0
울산광역시,동구,대왕암공원,내국인,2019년 01월,39467.0
울산광역시,동구,소리체험관,내국인,2019년 01월,2608.0
울산광역시,동구,슬도,내국인,2019년 01월,13763.0
울산광역시,동구,옥류천이야기길,내국인,2019년 01월,16326.0
울산광역시,동구,울산대교 전망대,내국인,2019년 01월,13131.0
울산광역시,동구,울산테마식물수목원,내국인,2019년 01월,350.0
울산광역시,동구,울산테마식물수목원,외국인,2019년 01월,0.0
울산광역시,동구,현대중공업,내국인,2019년 01월,1324.0
울산광역시,동구,현대중공업,외국인,2019년 01월,94.0
울산광역시,북구,강동사랑길 2구간,내국인,2019년 01월,
울산광역시,북구,당사해양낚시공원,내국인,2019년 01월,2753.0
울산광역시,북구,편백산림욕장,내국인,2019년 01월,
울산광역시,북구,현대자동차(주)울산공장,내국인,2019년 01월,2298.0
울산광역시,북구,현대자동차(주)울산공장,외국인,2019년 01월,0.0
울산광역시,울주군,간절곶 공원,내국인,2019년 01월,2932.0
울산광역시,울주군,국제클라이밍센터,내국인,2019년 01월,462.0
울산광역시,울주군,국제클라이밍센터,외국인,2019년 01월,0.0
울산광역시,울주군,두동면 천전리 각석,내국인,2019년 01월,1046.0
울산광역시,울주군,반구대 암각화,내국인,2019년 01월,3381.0
울산광역시,울주군,번개맨 우주센터,내국인,2019년 01월,2830.0
울산광역시,울주군,석남사,내국인,2019년 01월,3870.0
울산광역시,울주군,석남사,외국인,2019년 01월,24.0
울산광역시,울주군,신불산 폭포 자연휴양림,내국인,2019년 01월,10102.0
울산광역시,울주군,신불산 폭포 자연휴양림,외국인,2019년 01월,0.0
울산광역시,울주군,영남알프스 1(배내고개 등산로),내국인,2019년 01월,37.0
울산광역시,울주군,영남알프스 2(배내골 사슴목장 등산로),내국인,2019년 01월,4121.0
울산광역시,울주군,영남알프스 3(석남사 주차장(상단) 등산로),내국인,2019년 01월,352.0
울산광역시,울주군,영남알프스 4(복합웰컴센터 등산로(간월산장)),내국인,2019년 01월,5430.0
울산광역시,울주군,영남알프스레져,내국인,2019년 01월,54002.0
울산광역시,울주군,영남알프스레져,외국인,2019년 01월,106.0
울산광역시,울주군,옹기박물관,내국인,2019년 01월,2477.0
울산광역시,울주군,옹기박물관,외국인,2019년 01월,0.0
울산광역시,울주군,외고산옹기마을 아카데미관,내국인,2019년 01월,
울산광역시,울주군,외고산옹기마을 아카데미관,외국인,2019년 01월,
울산광역시,울주군,울산대곡박물관,내국인,2019년 01월,2392.0
울산광역시,울주군,울산암각화박물관,내국인,2019년 01월,4768.0
울산광역시,울주군,울산해양박물관,내국인,2019년 01월,534.0
울산광역시,울주군,울산해양박물관,외국인,2019년 01월,0.0
울산광역시,울주군,충렬공박제상기념관,내국인,2019년 01월,1930.0
세종특별자치시,세종특별자치시,IMG 내셔날,내국인,2019년 01월,4097.0
세종특별자치시,세종특별자치시,IMG 내셔날,외국인,2019년 01월,0.0
세종특별자치시,세종특별자치시,베어트리파크,내국인,2019년 01월,3032.0
세종특별자치시,세종특별자치시,베어트리파크,외국인,2019년 01월,0.0
세종특별자치시,세종특별자치시,산림박물관,내국인,2019년 01월,4335.0
세종특별자치시,세종특별자치시,산림박물관,외국인,2019년 01월,0.0
세종특별자치시,세종특별자치시,영평사템플스테이,내국인,2019년 01월,165.0
세종특별자치시,세종특별자치시,영평사템플스테이,외국인,2019년 01월,0.0
세종특별자치시,세종특별자치시,합강공원 오토캠핑장,내국인,2019년 01월,6372.0
세종특별자치시,세종특별자치시,합강공원 오토캠핑장,외국인,2019년 01월,0.0
경기도,수원시,kbs수원센터(kbs수원아트홀),내국인,2019년 01월,8874.0
경기도,수원시,수원sk아트리움,내국인,2019년 01월,1493.0
경기도,수원시,수원광교박물관,내국인,2019년 01월,6807.0
경기도,수원시,수원박물관,내국인,2019년 01월,7671.0
경기도,수원시,수원박물관,외국인,2019년 01월,15.0
경기도,수원시,수원시립아이파크미술관,내국인,2019년 01월,6906.0
경기도,수원시,수원시립아이파크미술관,외국인,2019년 01월,150.0
경기도,수원시,수원월드컵경기장(축구박물관),내국인,2019년 01월,729.0
경기도,수원시,수원월드컵경기장(축구박물관),외국인,2019년 01월,8.0
경기도,수원시,수원종합운동장(수원국민체육센터),내국인,2019년 01월,8572.0
경기도,수원시,수원화성박물관,내국인,2019년 01월,13492.0
경기도,수원시,수원화성박물관,외국인,2019년 01월,472.0
경기도,수원시,해우재,내국인,2019년 01월,21307.0
경기도,수원시,해우재,외국인,2019년 01월,898.0
경기도,수원시,화성,내국인,2019년 01월,8650.0
경기도,수원시,화성,외국인,2019년 01월,1643.0
경기도,수원시,화성행궁(낙남헌),내국인,2019년 01월,11745.0
경기도,수원시,화성행궁(낙남헌),외국인,2019년 01월,1976.0
경기도,성남시,남서울컨트리클럽,내국인,2019년 01월,1723.0
경기도,성남시,남서울컨트리클럽,외국인,2019년 01월,1.0
경기도,성남시,성남가족캠핑숲,내국인,2019년 01월,969.0
경기도,성남시,성남아트센터,내국인,2019년 01월,21935.0
경기도,성남시,신구대학교 식물원,내국인,2019년 01월,2190.0
경기도,성남시,판교박물관,내국인,2019년 01월,4937.0
경기도,성남시,한국잡월드,내국인,2019년 01월,52294.0
경기도,성남시,한국잡월드,외국인,2019년 01월,0.0
경기도,의정부시,과학도서관(천문우주체험실),내국인,2019년 01월,5585.0
경기도,의정부시,아일랜드캐슬,내국인,2019년 01월,
경기도,의정부시,예술의 전당,내국인,2019년 01월,2818.0
경기도,의정부시,의정부실내빙상장,내국인,2019년 01월,13811.0
경기도,의정부시,퓨전문화관광홍보관,내국인,2019년 01월,863.0
경기도,안양시,관악산자연학습장,내국인,2019년 01월,
경기도,안양시,김중업박물관,내국인,2019년 01월,2572.0
경기도,안양시,병목안시민공원,내국인,2019년 01월,11461.0
경기도,안양시,병목안캠핑장,내국인,2019년 01월,0.0
경기도,안양시,수리산 자연학습장,내국인,2019년 01월,
경기도,안양시,안양박물관,내국인,2019년 01월,3097.0
경기도,안양시,안양예술공원,내국인,2019년 01월,31965.0
경기도,안양시,안양천 생태이야기관,내국인,2019년 01월,3249.0
경기도,부천시,부천로보파크전시관,내국인,2019년 01월,6850.0
경기도,부천시,아인스월드,내국인,2019년 01월,9046.0
경기도,부천시,웅진플레이도시- 골프연습장,내국인,2019년 01월,14286.0
경기도,부천시,웅진플레이도시-실내스키돔,내국인,2019년 01월,36138.0
경기도,부천시,웅진플레이도시-워터파크&스파,내국인,2019년 01월,48413.0
경기도,부천시,한국만화박물관,내국인,2019년 01월,24951.0
경기도,광명시,광명도덕산캠핑장,내국인,2019년 01월,1619.0
경기도,광명시,광명동굴,내국인,2019년 01월,46575.0
경기도,광명시,광명동굴,외국인,2019년 01월,2602.0
경기도,광명시,광명스피돔,내국인,2019년 01월,46065.0
경기도,광명시,광명스피돔,외국인,2019년 01월,0.0
경기도,광명시,구름산산림욕장,내국인,2019년 01월,6131.0
경기도,광명시,기형도문학관,내국인,2019년 01월,964.0
경기도,광명시,충현박물관,내국인,2019년 01월,0.0
경기도,광명시,충현박물관,외국인,2019년 01월,0.0
경기도,동두천시,동두천시경기북부어린이박물관,내국인,2019년 01월,12257.0
경기도,동두천시,소요산관광지(자재암),내국인,2019년 01월,3198.0
경기도,동두천시,소요산관광지(자재암),외국인,2019년 01월,47.0
경기도,동두천시,자유수호평화박물관,내국인,2019년 01월,3166.0
경기도,동두천시,티클라우드컨트리클럽,내국인,2019년 01월,0.0
경기도,동두천시,티클라우드컨트리클럽,외국인,2019년 01월,0.0
경기도,안산시,경기도미술관,내국인,2019년 01월,4456.0
경기도,안산시,경기도청소년수련원,내국인,2019년 01월,2333.0
경기도,안산시,대부도캠핑성,내국인,2019년 01월,145.0
경기도,안산시,대부해솔길(구봉도공영주차장),내국인,2019년 01월,3998.0
경기도,안산시,대부해솔길(종현어촌마을입구),내국인,2019년 01월,8680.0
경기도,안산시,동춘서커스,내국인,2019년 01월,14000.0
경기도,안산시,베르아델승마클럽,내국인,2019년 01월,450.0
경기도,안산시,선감어촌체험마을,내국인,2019년 01월,0.0
경기도,안산시,성호기념관,내국인,2019년 01월,1536.0
경기도,안산시,세종도예원,내국인,2019년 01월,1532.0
경기도,안산시,수리산입구,내국인,2019년 01월,27661.0
경기도,안산시,시화호조력발전소,내국인,2019년 01월,13241.0
경기도,안산시,씨엘관광농원,내국인,2019년 01월,88.0
