시도,군구,관광지명,내/외국인,연도월,입장객수
광주광역시,북구,광주문화예술회관,내국인,2019년 04월,15106.0
광주광역시,북구,광주시민의숲 야영장,내국인,2019년 04월,2412.0
광주광역시,북구,국립광주과학관,내국인,2019년 04월,57152.0
광주광역시,북구,국립광주박물관,내국인,2019년 04월,41623.0
광주광역시,북구,국립광주박물관,외국인,2019년 04월,463.0
광주광역시,북구,무등산국립공원(각화제),내국인,2019년 04월,17780.0
광주광역시,북구,무등산국립공원(원효분소차단기1),내국인,2019년 04월,6462.0
광주광역시,북구,무등산국립공원(원효분소차단기2),내국인,2019년 04월,3781.0
광주광역시,북구,무등산국립공원(원효사상가~꼬막재방향),내국인,2019년 04월,1118.0
광주광역시,북구,무등산국립공원(원효사상가~제철유적지방향),내국인,2019년 04월,976.0
광주광역시,북구,무등산국립공원(원효사위),내국인,2019년 04월,8145.0
광주광역시,북구,무등산국립공원(원효사주차장~옛길),내국인,2019년 04월,490.0
광주광역시,북구,무등산국립공원(원효사차량통제소),내국인,2019년 04월,3189.0
광주광역시,북구,무등산국립공원(인공폭포),내국인,2019년 04월,281.0
광주광역시,북구,무등산국립공원(장원봉제2진입로),내국인,2019년 04월,122.0
광주광역시,북구,무등산국립공원(청풍쉼터),내국인,2019년 04월,11147.0
광주광역시,북구,무등산국립공원(청풍탐방지원센터),내국인,2019년 04월,2090.0
광주광역시,북구,무등산국립공원(풍암제),내국인,2019년 04월,3944.0
광주광역시,북구,시립미술관(중외공원),내국인,2019년 04월,12352.0
광주광역시,북구,시립민속박물관,내국인,2019년 04월,7633.0
광주광역시,북구,우치공원(동물원),내국인,2019년 04월,62537.0
광주광역시,북구,우치공원(패밀리랜드),내국인,2019년 04월,33128.0
광주광역시,북구,우치공원(패밀리랜드),외국인,2019년 04월,0.0
대전광역시,동구,상소오토캠핑장,내국인,2019년 04월,1824.0
대전광역시,동구,찬샘마을,내국인,2019년 04월,2194.0
대전광역시,동구,한밭교육박물관,내국인,2019년 04월,1600.0
대전광역시,중구,대전 아쿠아월드,내국인,2019년 04월,11197.0
대전광역시,중구,대전오월드,내국인,2019년 04월,118065.0
대전광역시,중구,뿌리공원,내국인,2019년 04월,88982.0
대전광역시,서구,남선공원종합체육관,내국인,2019년 04월,24033.0
대전광역시,서구,대전시립미술관,내국인,2019년 04월,7632.0
대전광역시,서구,대전예술의전당,내국인,2019년 04월,
대전광역시,서구,장태산자연휴양림,내국인,2019년 04월,71516.0
대전광역시,서구,한밭수목원,내국인,2019년 04월,
대전광역시,유성구,계룡산 수통골,내국인,2019년 04월,44142.0
대전광역시,유성구,계룡스파텔 대온천탕,내국인,2019년 04월,
대전광역시,유성구,국립중앙과학관,내국인,2019년 04월,127846.0
대전광역시,유성구,대전시민천문대,내국인,2019년 04월,6413.0
대전광역시,유성구,대전어린이회관,내국인,2019년 04월,43960.0
대전광역시,유성구,솔로몬 로파크,내국인,2019년 04월,37252.0
대전광역시,유성구,유성유스호스텔,내국인,2019년 04월,1703.0
대전광역시,유성구,지질박물관,내국인,2019년 04월,6643.0
대전광역시,유성구,지질박물관,외국인,2019년 04월,52.0
대전광역시,유성구,화폐박물관,내국인,2019년 04월,26441.0
대전광역시,유성구,화폐박물관,외국인,2019년 04월,109.0
대전광역시,대덕구,로하스가족공원 캠핑장,내국인,2019년 04월,2236.0
울산광역시,중구,약사동제방유적전시관 ,내국인,2019년 04월,526.0
울산광역시,중구,외솔생가 및 기념관,내국인,2019년 04월,3545.0
울산광역시,중구,울산 동헌 및 내아,내국인,2019년 04월,2791.0
울산광역시,중구,태화강 십리대숲,내국인,2019년 04월,11824.0
울산광역시,중구,태화강대공원,내국인,2019년 04월,33930.0
울산광역시,중구,태화루,내국인,2019년 04월,8127.0
울산광역시,남구,SK에너지 울산Complex 견학,내국인,2019년 04월,114.0
울산광역시,남구,SK에너지 울산Complex 견학,외국인,2019년 04월,142.0
울산광역시,남구,고래생태체험관,내국인,2019년 04월,26623.0
울산광역시,남구,"울산대공원 유료시설(장미계곡,나비원, 골프장)",내국인,2019년 04월,46761.0
울산광역시,남구,"울산대공원 유료시설(장미계곡,나비원, 골프장)",외국인,2019년 04월,89.0
울산광역시,남구,울산박물관,내국인,2019년 04월,15533.0
울산광역시,남구,울산박물관,외국인,2019년 04월,50.0
울산광역시,남구,장생포 고래문화마을,내국인,2019년 04월,19667.0
울산광역시,남구,태화강 동굴피아,내국인,2019년 04월,6037.0
울산광역시,동구,대왕암공원,내국인,2019년 04월,63467.0
울산광역시,동구,소리체험관,내국인,2019년 04월,2425.0
울산광역시,동구,슬도,내국인,2019년 04월,13812.0
울산광역시,동구,옥류천이야기길,내국인,2019년 04월,17235.0
울산광역시,동구,울산대교 전망대,내국인,2019년 04월,14942.0
울산광역시,동구,울산테마식물수목원,내국인,2019년 04월,4370.0
울산광역시,동구,울산테마식물수목원,외국인,2019년 04월,0.0
울산광역시,동구,현대중공업,내국인,2019년 04월,2443.0
울산광역시,동구,현대중공업,외국인,2019년 04월,1036.0
울산광역시,북구,강동사랑길 2구간,내국인,2019년 04월,
울산광역시,북구,당사해양낚시공원,내국인,2019년 04월,2567.0
울산광역시,북구,편백산림욕장,내국인,2019년 04월,
울산광역시,북구,현대자동차(주)울산공장,내국인,2019년 04월,3294.0
울산광역시,북구,현대자동차(주)울산공장,외국인,2019년 04월,0.0
울산광역시,울주군,간절곶 공원,내국인,2019년 04월,2231.0
울산광역시,울주군,국제클라이밍센터,내국인,2019년 04월,1009.0
울산광역시,울주군,국제클라이밍센터,외국인,2019년 04월,0.0
울산광역시,울주군,두동면 천전리 각석,내국인,2019년 04월,417.0
울산광역시,울주군,반구대 암각화,내국인,2019년 04월,6366.0
울산광역시,울주군,번개맨 우주센터,내국인,2019년 04월,2467.0
울산광역시,울주군,석남사,내국인,2019년 04월,4828.0
울산광역시,울주군,석남사,외국인,2019년 04월,18.0
울산광역시,울주군,신불산 폭포 자연휴양림,내국인,2019년 04월,8490.0
울산광역시,울주군,신불산 폭포 자연휴양림,외국인,2019년 04월,0.0
울산광역시,울주군,영남알프스 1(배내고개 등산로),내국인,2019년 04월,47.0
울산광역시,울주군,영남알프스 2(배내골 사슴목장 등산로),내국인,2019년 04월,4100.0
울산광역시,울주군,영남알프스 3(석남사 주차장(상단) 등산로),내국인,2019년 04월,652.0
울산광역시,울주군,영남알프스 4(복합웰컴센터 등산로(간월산장)),내국인,2019년 04월,5222.0
울산광역시,울주군,영남알프스레져,내국인,2019년 04월,41352.0
울산광역시,울주군,영남알프스레져,외국인,2019년 04월,282.0
울산광역시,울주군,옹기박물관,내국인,2019년 04월,5226.0
울산광역시,울주군,옹기박물관,외국인,2019년 04월,0.0
울산광역시,울주군,외고산옹기마을 아카데미관,내국인,2019년 04월,0.0
울산광역시,울주군,외고산옹기마을 아카데미관,외국인,2019년 04월,0.0
울산광역시,울주군,울산대곡박물관,내국인,2019년 04월,4560.0
울산광역시,울주군,울산암각화박물관,내국인,2019년 04월,10139.0
울산광역시,울주군,울산해양박물관,내국인,2019년 04월,1156.0
울산광역시,울주군,울산해양박물관,외국인,2019년 04월,0.0
울산광역시,울주군,충렬공박제상기념관,내국인,2019년 04월,3470.0
세종특별자치시,세종특별자치시,IMG 내셔날,내국인,2019년 04월,13807.0
세종특별자치시,세종특별자치시,IMG 내셔날,외국인,2019년 04월,1.0
세종특별자치시,세종특별자치시,베어트리파크,내국인,2019년 04월,29785.0
세종특별자치시,세종특별자치시,베어트리파크,외국인,2019년 04월,0.0
세종특별자치시,세종특별자치시,산림박물관,내국인,2019년 04월,21822.0
세종특별자치시,세종특별자치시,산림박물관,외국인,2019년 04월,0.0
세종특별자치시,세종특별자치시,영평사템플스테이,내국인,2019년 04월,119.0
세종특별자치시,세종특별자치시,영평사템플스테이,외국인,2019년 04월,0.0
세종특별자치시,세종특별자치시,합강공원 오토캠핑장,내국인,2019년 04월,9272.0
세종특별자치시,세종특별자치시,합강공원 오토캠핑장,외국인,2019년 04월,0.0
경기도,수원시,kbs수원센터(kbs수원아트홀),내국인,2019년 04월,3494.0
경기도,수원시,수원sk아트리움,내국인,2019년 04월,9761.0
경기도,수원시,수원광교박물관,내국인,2019년 04월,8320.0
경기도,수원시,수원박물관,내국인,2019년 04월,9867.0
경기도,수원시,수원박물관,외국인,2019년 04월,20.0
경기도,수원시,수원시립아이파크미술관,내국인,2019년 04월,5372.0
경기도,수원시,수원시립아이파크미술관,외국인,2019년 04월,68.0
경기도,수원시,수원월드컵경기장(축구박물관),내국인,2019년 04월,525.0
경기도,수원시,수원월드컵경기장(축구박물관),외국인,2019년 04월,24.0
경기도,수원시,수원종합운동장(수원국민체육센터),내국인,2019년 04월,13660.0
경기도,수원시,수원화성박물관,내국인,2019년 04월,45130.0
경기도,수원시,수원화성박물관,외국인,2019년 04월,837.0
경기도,수원시,해우재,내국인,2019년 04월,15670.0
경기도,수원시,해우재,외국인,2019년 04월,934.0
경기도,수원시,화성,내국인,2019년 04월,29285.0
경기도,수원시,화성,외국인,2019년 04월,4782.0
경기도,수원시,화성행궁(낙남헌),내국인,2019년 04월,43039.0
경기도,수원시,화성행궁(낙남헌),외국인,2019년 04월,3212.0
경기도,성남시,남서울컨트리클럽,내국인,2019년 04월,6442.0
경기도,성남시,남서울컨트리클럽,외국인,2019년 04월,0.0
경기도,성남시,성남가족캠핑숲,내국인,2019년 04월,1845.0
경기도,성남시,성남아트센터,내국인,2019년 04월,27733.0
경기도,성남시,신구대학교 식물원,내국인,2019년 04월,16871.0
경기도,성남시,판교박물관,내국인,2019년 04월,3875.0
경기도,성남시,한국잡월드,내국인,2019년 04월,49879.0
경기도,성남시,한국잡월드,외국인,2019년 04월,0.0
경기도,의정부시,과학도서관(천문우주체험실),내국인,2019년 04월,4882.0
경기도,의정부시,아일랜드캐슬,내국인,2019년 04월,
경기도,의정부시,예술의 전당,내국인,2019년 04월,2988.0
경기도,의정부시,의정부실내빙상장,내국인,2019년 04월,9823.0
경기도,의정부시,퓨전문화관광홍보관,내국인,2019년 04월,1065.0
경기도,안양시,관악산자연학습장,내국인,2019년 04월,15471.0
경기도,안양시,김중업박물관,내국인,2019년 04월,3953.0
경기도,안양시,병목안시민공원,내국인,2019년 04월,21995.0
경기도,안양시,병목안캠핑장,내국인,2019년 04월,1344.0
경기도,안양시,수리산 자연학습장,내국인,2019년 04월,5922.0
경기도,안양시,안양박물관,내국인,2019년 04월,4402.0
경기도,안양시,안양예술공원,내국인,2019년 04월,63386.0
경기도,안양시,안양천 생태이야기관,내국인,2019년 04월,5581.0
경기도,부천시,부천로보파크전시관,내국인,2019년 04월,4416.0
경기도,부천시,아인스월드,내국인,2019년 04월,7285.0
경기도,부천시,웅진플레이도시- 골프연습장,내국인,2019년 04월,33096.0
경기도,부천시,웅진플레이도시-실내스키돔,내국인,2019년 04월,0.0
경기도,부천시,웅진플레이도시-워터파크&스파,내국인,2019년 04월,61830.0
경기도,부천시,한국만화박물관,내국인,2019년 04월,20203.0
경기도,광명시,광명도덕산캠핑장,내국인,2019년 04월,3144.0
경기도,광명시,광명동굴,내국인,2019년 04월,37106.0
경기도,광명시,광명동굴,외국인,2019년 04월,4897.0
경기도,광명시,광명스피돔,내국인,2019년 04월,39980.0
경기도,광명시,광명스피돔,외국인,2019년 04월,0.0
경기도,광명시,구름산산림욕장,내국인,2019년 04월,27575.0
경기도,광명시,기형도문학관,내국인,2019년 04월,1470.0
경기도,광명시,충현박물관,내국인,2019년 04월,1859.0
경기도,광명시,충현박물관,외국인,2019년 04월,0.0
경기도,동두천시,동두천시경기북부어린이박물관,내국인,2019년 04월,12668.0
경기도,동두천시,소요산관광지(자재암),내국인,2019년 04월,6161.0
경기도,동두천시,소요산관광지(자재암),외국인,2019년 04월,220.0
경기도,동두천시,자유수호평화박물관,내국인,2019년 04월,20897.0
경기도,동두천시,티클라우드컨트리클럽,내국인,2019년 04월,8592.0
경기도,동두천시,티클라우드컨트리클럽,외국인,2019년 04월,8.0
경기도,안산시,경기도미술관,내국인,2019년 04월,7851.0
경기도,안산시,경기도청소년수련원,내국인,2019년 04월,2800.0
경기도,안산시,대부도캠핑성,내국인,2019년 04월,380.0
경기도,안산시,대부해솔길(구봉도공영주차장),내국인,2019년 04월,10547.0
경기도,안산시,대부해솔길(종현어촌마을입구),내국인,2019년 04월,18777.0
경기도,안산시,동춘서커스,내국인,2019년 04월,9850.0
경기도,안산시,베르아델승마클럽,내국인,2019년 04월,800.0
경기도,안산시,선감어촌체험마을,내국인,2019년 04월,595.0
경기도,안산시,성호기념관,내국인,2019년 04월,2761.0
경기도,안산시,세종도예원,내국인,2019년 04월,3652.0
경기도,안산시,수리산입구,내국인,2019년 04월,27071.0
경기도,안산시,시화호조력발전소,내국인,2019년 04월,57546.0
경기도,안산시,씨엘관광농원,내국인,2019년 04월,218.0
경기도,안산시,아일랜드리조트,내국인,2019년 04월,14669.0
경기도,안산시,안산갈대습지공원,내국인,2019년 04월,11870.0
경기도,안산시,안산썰매장,내국인,2019년 04월,0.0
경기도,안산시,안산어촌민속박물관,내국인,2019년 04월,4641.0
경기도,안산시,안산어촌민속박물관,외국인,2019년 04월,0.0
경기도,안산시,유리섬,내국인,2019년 04월,4229.0
경기도,안산시,유리섬,외국인,2019년 04월,30.0
경기도,안산시,제일컨트리클럽,내국인,2019년 04월,14163.0
경기도,안산시,제일컨트리클럽,외국인,2019년 04월,97.0
경기도,안산시,종이미술관,내국인,2019년 04월,930.0
경기도,안산시,종현어촌체험마을,내국인,2019년 04월,20966.0
경기도,안산시,탄도항,내국인,2019년 04월,4654.0
경기도,안산시,탄도항노을캠핑장,내국인,2019년 04월,50.0
경기도,안산시,풍도,내국인,2019년 04월,
경기도,안산시,호수공원야외수영장,내국인,2019년 04월,0.0
경기도,안산시,화랑오토캠핑장,내국인,2019년 04월,3161.0
경기도,고양시,123컨트리클럽,내국인,2019년 04월,6491.0
경기도,고양시,123컨트리클럽,외국인,2019년 04월,0.0
경기도,고양시,KINTEX(한국국제전시장),내국인,2019년 04월,826342.0
경기도,고양시,KINTEX(한국국제전시장),외국인,2019년 04월,8065.0
경기도,고양시,고양꽃전시관,내국인,2019년 04월,114886.0
경기도,고양시,고양꽃전시관,외국인,2019년 04월,7873.0
경기도,고양시,고양생태공원,내국인,2019년 04월,2440.0
경기도,고양시,고양아람누리,내국인,2019년 04월,13479.0
경기도,고양시,고양아람누리,외국인,2019년 04월,2.0
경기도,고양시,고양어린이박물관,내국인,2019년 04월,18212.0
경기도,고양시,고양어울림누리,내국인,2019년 04월,11258.0
경기도,고양시,고양어울림누리,외국인,2019년 04월,0.0
경기도,고양시,고양원마운트,내국인,2019년 04월,16435.0
경기도,고양시,고양원마운트,외국인,2019년 04월,8827.0
경기도,고양시,고양종합운동장,내국인,2019년 04월,27300.0
경기도,고양시,고양종합운동장,외국인,2019년 04월,230.0
경기도,고양시,고양체육관,내국인,2019년 04월,2180.0
경기도,고양시,고양체육관,외국인,2019년 04월,0.0
경기도,고양시,김치스쿨,내국인,2019년 04월,0.0
경기도,고양시,김치스쿨,외국인,2019년 04월,25309.0
경기도,고양시,뉴코리아컨트리클럽,내국인,2019년 04월,8337.0
경기도,고양시,뉴코리아컨트리클럽,외국인,2019년 04월,20.0
경기도,고양시,배다골테마파크,내국인,2019년 04월,4008.0
경기도,고양시,배다골테마파크,외국인,2019년 04월,0.0
경기도,고양시,서삼릉,내국인,2019년 04월,5592.0
경기도,고양시,서삼릉,외국인,2019년 04월,10.0
경기도,고양시,서오릉,내국인,2019년 04월,31710.0
경기도,고양시,서오릉,외국인,2019년 04월,24.0
경기도,고양시,송학김전시관,내국인,2019년 04월,
경기도,고양시,송학김전시관,외국인,2019년 04월,
경기도,고양시,아쿠아플라넷 일산,내국인,2019년 04월,49552.0
경기도,고양시,아쿠아플라넷 일산,외국인,2019년 04월,1848.0
경기도,고양시,중남미문화원,내국인,2019년 04월,3680.0
경기도,고양시,중남미문화원,외국인,2019년 04월,0.0
경기도,고양시,쥬쥬테마동물원,내국인,2019년 04월,13107.0
경기도,고양시,쥬쥬테마동물원,외국인,2019년 04월,1450.0
경기도,고양시,증권박물관,내국인,2019년 04월,1085.0
경기도,고양시,증권박물관,외국인,2019년 04월,0.0
경기도,고양시,평화누리길 4코스,내국인,2019년 04월,
경기도,고양시,평화누리길5코스,내국인,2019년 04월,
경기도,고양시,한양컨트리클럽,내국인,2019년 04월,16755.0
경기도,고양시,한양컨트리클럽,외국인,2019년 04월,4.0
경기도,고양시,항공우주박물관,내국인,2019년 04월,1557.0
경기도,고양시,항공우주박물관,외국인,2019년 04월,60.0
경기도,고양시,행주산성,내국인,2019년 04월,25911.0
경기도,고양시,행주산성,외국인,2019년 04월,802.0
경기도,과천시,경마공원,내국인,2019년 04월,268557.0
경기도,과천시,경마공원,외국인,2019년 04월,296.0
경기도,과천시,국립과천과학관,내국인,2019년 04월,120357.0
경기도,과천시,국립과천과학관,외국인,2019년 04월,0.0
경기도,과천시,국립현대미술관 과천관,내국인,2019년 04월,79809.0
경기도,과천시,국립현대미술관 과천관,외국인,2019년 04월,202.0
경기도,과천시,서울대공원,내국인,2019년 04월,283209.0
경기도,과천시,서울대공원,외국인,2019년 04월,2062.0
경기도,과천시,서울랜드,내국인,2019년 04월,162039.0
경기도,과천시,서울랜드,외국인,2019년 04월,12196.0
경기도,과천시,추사박물관,내국인,2019년 04월,1093.0
경기도,구리시,구리시 고구려 대장간마을,내국인,2019년 04월,7977.0
경기도,구리시,구리시 고구려 대장간마을,외국인,2019년 04월,84.0
경기도,구리시,동구릉,내국인,2019년 04월,14284.0
경기도,구리시,동구릉,외국인,2019년 04월,56.0
경기도,남양주시,광릉,내국인,2019년 04월,6636.0
경기도,남양주시,광릉,외국인,2019년 04월,41.0
경기도,남양주시,광릉컨트리클럽,내국인,2019년 04월,10053.0
경기도,남양주시,광릉컨트리클럽,외국인,2019년 04월,0.0
경기도,남양주시,남양주역사박물관,내국인,2019년 04월,3373.0
경기도,남양주시,남양주유기농테마파크(남양주유기농박물관),내국인,2019년 04월,16974.0
경기도,남양주시,다산유적지,내국인,2019년 04월,33213.0
경기도,남양주시,모란미술관,내국인,2019년 04월,784.0
경기도,남양주시,모란미술관,외국인,2019년 04월,0.0
경기도,남양주시,몽골문화촌,내국인,2019년 04월,569.0
경기도,남양주시,몽골문화촌,외국인,2019년 04월,0.0
경기도,남양주시,비전힐스컨트리클럽,내국인,2019년 04월,7528.0
경기도,남양주시,비전힐스컨트리클럽,외국인,2019년 04월,0.0
경기도,남양주시,서호미술관,내국인,2019년 04월,1422.0
경기도,남양주시,서호미술관,외국인,2019년 04월,3.0
경기도,남양주시,양주컨트리클럽,내국인,2019년 04월,9697.0
경기도,남양주시,양주컨트리클럽,외국인,2019년 04월,27.0
경기도,남양주시,우석헌자연사박물관,내국인,2019년 04월,4273.0
경기도,남양주시,우석헌자연사박물관,외국인,2019년 04월,0.0
경기도,남양주시,축령산자연휴양림,내국인,2019년 04월,8466.0
경기도,남양주시,축령산자연휴양림,외국인,2019년 04월,0.0
경기도,남양주시,홍유릉,내국인,2019년 04월,16212.0
경기도,남양주시,홍유릉,외국인,2019년 04월,32.0
경기도,오산시,경기도립 물향기수목원,내국인,2019년 04월,52723.0
경기도,오산시,경기도립 물향기수목원,외국인,2019년 04월,0.0
경기도,시흥시,갯골캠핑장,내국인,2019년 04월,1217.0
경기도,시흥시,생금집,내국인,2019년 04월,1247.0
경기도,시흥시,솔트베이 골프클럽,내국인,2019년 04월,12449.0
경기도,시흥시,솔트베이 골프클럽,외국인,2019년 04월,0.0
경기도,시흥시,시흥갯골생태공원,내국인,2019년 04월,39575.0
경기도,시흥시,시흥시연꽃테마파크,내국인,2019년 04월,13808.0
경기도,시흥시,아세코밸리 골프클럽,내국인,2019년 04월,5897.0
경기도,시흥시,영모재,내국인,2019년 04월,827.0
경기도,시흥시,오이도 함상전망대,내국인,2019년 04월,12911.0
경기도,시흥시,오이도 황새바위길,내국인,2019년 04월,33027.0
경기도,시흥시,용도수목원,내국인,2019년 04월,11506.0
경기도,의왕시,바라산자연휴양림,내국인,2019년 04월,10558.0
경기도,용인시,경기도 어린이 박물관,내국인,2019년 04월,36522.0
경기도,용인시,경기도 어린이 박물관,외국인,2019년 04월,52.0
경기도,용인시,골드컨트리클럽,내국인,2019년 04월,19309.0
경기도,용인시,골드컨트리클럽,외국인,2019년 04월,11.0
경기도,용인시,국가보훈처 88골프장,내국인,2019년 04월,19169.0
경기도,용인시,국가보훈처 88골프장,외국인,2019년 04월,0.0
경기도,용인시,글렌로스 골프클럽,내국인,2019년 04월,4683.0
경기도,용인시,글렌로스 골프클럽,외국인,2019년 04월,0.0
경기도,용인시,남부컨트리클럽,내국인,2019년 04월,4886.0
경기도,용인시,남부컨트리클럽,외국인,2019년 04월,39.0
경기도,용인시,농도원목장,내국인,2019년 04월,3652.0
경기도,용인시,농도원목장,외국인,2019년 04월,56.0
경기도,용인시,레이크사이드컨트리클럽,내국인,2019년 04월,26196.0
경기도,용인시,레이크사이드컨트리클럽,외국인,2019년 04월,29.0
경기도,용인시,백남준 아트센터,내국인,2019년 04월,5697.0
경기도,용인시,백남준 아트센터,외국인,2019년 04월,21.0
경기도,용인시,수원컨트리클럽,내국인,2019년 04월,17331.0
경기도,용인시,수원컨트리클럽,외국인,2019년 04월,100.0
경기도,용인시,아시아나컨트리클럽,내국인,2019년 04월,14056.0
경기도,용인시,아시아나컨트리클럽,외국인,2019년 04월,0.0
경기도,용인시,양지파인리조트(스키밸리),내국인,2019년 04월,0.0
경기도,용인시,양지파인리조트(스키밸리),외국인,2019년 04월,0.0
경기도,용인시,에버랜드,내국인,2019년 04월,616392.0
경기도,용인시,에버랜드,외국인,2019년 04월,123813.0
경기도,용인시,용인 대장금 파크,내국인,2019년 04월,3711.0
경기도,용인시,용인 대장금 파크,외국인,2019년 04월,2352.0
경기도,용인시,용인 자연휴양림,내국인,2019년 04월,19579.0
경기도,용인시,용인 자연휴양림,외국인,2019년 04월,0.0
경기도,용인시,용인농촌테마파크,내국인,2019년 04월,33154.0
경기도,용인시,용인농촌테마파크,외국인,2019년 04월,0.0
경기도,용인시,용인문화유적전시관,내국인,2019년 04월,3296.0
경기도,용인시,용인문화유적전시관,외국인,2019년 04월,0.0
경기도,용인시,용인시 축구센터,내국인,2019년 04월,
경기도,용인시,용인시청소년수련원,내국인,2019년 04월,
경기도,용인시,용인컨트리클럽,내국인,2019년 04월,6855.0
경기도,용인시,용인컨트리클럽,외국인,2019년 04월,0.0
경기도,용인시,용인포은아트홀,내국인,2019년 04월,
경기도,용인시,은화삼컨트리클럽,내국인,2019년 04월,6637.0
경기도,용인시,은화삼컨트리클럽,외국인,2019년 04월,21.0
경기도,용인시,이영미술관,내국인,2019년 04월,144.0
경기도,용인시,이영미술관,외국인,2019년 04월,0.0
경기도,용인시,지산컨트리클럽,내국인,2019년 04월,11626.0
경기도,용인시,지산컨트리클럽,외국인,2019년 04월,58.0
경기도,용인시,청계목장,내국인,2019년 04월,6428.0
경기도,용인시,청계목장,외국인,2019년 04월,23.0
경기도,용인시,캐리비안베이(워터파크),내국인,2019년 04월,20441.0
경기도,용인시,캐리비안베이(워터파크),외국인,2019년 04월,111.0
경기도,용인시,코리아컨트리클럽,내국인,2019년 04월,13442.0
경기도,용인시,코리아컨트리클럽,외국인,2019년 04월,23.0
경기도,용인시,태광컨트리클럽,내국인,2019년 04월,21362.0
경기도,용인시,태광컨트리클럽,외국인,2019년 04월,0.0
경기도,용인시,한국등잔박물관,내국인,2019년 04월,1009.0
경기도,용인시,한국등잔박물관,외국인,2019년 04월,21.0
경기도,용인시,한국민속촌,내국인,2019년 04월,114320.0
경기도,용인시,한국민속촌,외국인,2019년 04월,36083.0
경기도,용인시,한성컨트리클럽,내국인,2019년 04월,13374.0
경기도,용인시,한성컨트리클럽,외국인,2019년 04월,49.0
경기도,용인시,한택식물원,내국인,2019년 04월,12227.0
경기도,용인시,한택식물원,외국인,2019년 04월,0.0
경기도,용인시,한터조랑말농장,내국인,2019년 04월,6500.0
경기도,용인시,한터조랑말농장,외국인,2019년 04월,0.0
경기도,용인시,한화호텔앤드리조트(플라자CC),내국인,2019년 04월,17459.0
경기도,용인시,한화호텔앤드리조트(플라자CC),외국인,2019년 04월,0.0
경기도,용인시,호박등불마을,내국인,2019년 04월,500.0
경기도,용인시,호박등불마을,외국인,2019년 04월,0.0
경기도,용인시,호암미술관,내국인,2019년 04월,54296.0
경기도,용인시,호암미술관,외국인,2019년 04월,271.0
경기도,파주시,감악산(파주시),내국인,2019년 04월,30719.0
경기도,파주시,공릉관광지(하니랜드),내국인,2019년 04월,11890.0
경기도,파주시,공릉관광지(하니랜드),외국인,2019년 04월,0.0
경기도,파주시,두루뫼박물관,내국인,2019년 04월,453.0
경기도,파주시,두루뫼박물관,외국인,2019년 04월,0.0
경기도,파주시,마장호수,내국인,2019년 04월,196731.0
경기도,파주시,베스트밸리,내국인,2019년 04월,2939.0
경기도,파주시,베스트밸리,외국인,2019년 04월,5.0
경기도,파주시,벽초지수목원,내국인,2019년 04월,38563.0
경기도,파주시,벽초지수목원,외국인,2019년 04월,1562.0
경기도,파주시,산머루농원,내국인,2019년 04월,990.0
경기도,파주시,산머루농원,외국인,2019년 04월,2700.0
경기도,파주시,서서울컨트리클럽,내국인,2019년 04월,9142.0
경기도,파주시,서서울컨트리클럽,외국인,2019년 04월,0.0
경기도,파주시,서원밸리골프클럽,내국인,2019년 04월,7248.0
경기도,파주시,서원밸리골프클럽,외국인,2019년 04월,0.0
경기도,파주시,소울원,내국인,2019년 04월,3446.0
경기도,파주시,소울원,외국인,2019년 04월,27.0
경기도,파주시,쇠꼴마을,내국인,2019년 04월,5370.0
경기도,파주시,쇠꼴마을,외국인,2019년 04월,0.0
경기도,파주시,영집궁시박물관,내국인,2019년 04월,471.0
경기도,파주시,영집궁시박물관,외국인,2019년 04월,0.0
경기도,파주시,우농타조농장,내국인,2019년 04월,1105.0
경기도,파주시,우농타조농장,외국인,2019년 04월,32.0
경기도,파주시,율곡선생유적지,내국인,2019년 04월,6309.0
경기도,파주시,율곡선생유적지,외국인,2019년 04월,15.0
경기도,파주시,임진각관광지,내국인,2019년 04월,267211.0
경기도,파주시,임진각관광지,외국인,2019년 04월,32671.0
경기도,파주시,제3땅굴,내국인,2019년 04월,33508.0
경기도,파주시,제3땅굴,외국인,2019년 04월,50292.0
경기도,파주시,카트랜드,내국인,2019년 04월,756.0
경기도,파주시,카트랜드,외국인,2019년 04월,18.0
경기도,파주시,통일전망대,내국인,2019년 04월,31712.0
경기도,파주시,통일전망대,외국인,2019년 04월,5522.0
경기도,파주시,파주삼릉,내국인,2019년 04월,4282.0
경기도,파주시,파주삼릉,외국인,2019년 04월,0.0
경기도,파주시,파주영어마을,내국인,2019년 04월,10181.0
경기도,파주시,파주영어마을,외국인,2019년 04월,75.0
경기도,파주시,파주임실치즈스쿨,내국인,2019년 04월,5567.0
경기도,파주시,파주임실치즈스쿨,외국인,2019년 04월,0.0
경기도,파주시,파주장릉,내국인,2019년 04월,1895.0
경기도,파주시,파주장릉,외국인,2019년 04월,0.0
경기도,파주시,평화누리길 6코스(출판도시길),내국인,2019년 04월,
경기도,파주시,평화누리길 7코스(헤이리길),내국인,2019년 04월,
경기도,파주시,평화누리길 8코스(반구정길),내국인,2019년 04월,
경기도,파주시,평화누리길 9코스(율곡길),내국인,2019년 04월,
경기도,파주시,헤이리예술마을,내국인,2019년 04월,20543.0
경기도,파주시,헤이리예술마을,외국인,2019년 04월,4671.0
경기도,파주시,황포돛배,내국인,2019년 04월,1911.0
경기도,파주시,황포돛배,외국인,2019년 04월,30.0
