시도,군구,관광지명,유료/무료,내/외국인,연도월,입장객수
서울특별시,종로구,경복궁,유료,내국인,2018년 01월,124211
서울특별시,종로구,경복궁,유료,외국인,2018년 01월,40684
서울특별시,종로구,종묘,유료,내국인,2018년 01월,12633
서울특별시,종로구,종묘,유료,외국인,2018년 01월,2450
서울특별시,종로구,창경궁,유료,내국인,2018년 01월,18188
서울특별시,종로구,창경궁,유료,외국인,2018년 01월,2108
서울특별시,종로구,창덕궁,유료,내국인,2018년 01월,40648
서울특별시,종로구,창덕궁,유료,외국인,2018년 01월,19787
서울특별시,중구,덕수궁,유료,내국인,2018년 01월,64456
서울특별시,중구,덕수궁,유료,외국인,2018년 01월,20157
서울특별시,중구,남산골한옥마을,무료,내국인,2018년 01월,50485
서울특별시,중구,남산골한옥마을,무료,외국인,2018년 01월,5866
서울특별시,중구,서울시립미술관 본관,무료,내국인,2018년 01월,85495
서울특별시,중구,서울시립미술관 본관,무료,외국인,2018년 01월,1960
서울특별시,용산구,국립중앙박물관,유료,내국인,2018년 01월,279500
서울특별시,용산구,국립중앙박물관,유료,외국인,2018년 01월,6146
서울특별시,동대문구,서울약령시 한의약박물관,유료,내국인,2018년 01월,1096
서울특별시,동대문구,서울약령시 한의약박물관,유료,외국인,2018년 01월,128
서울특별시,동대문구,세종대왕기념관,유료,내국인,2018년 01월,213
서울특별시,노원구,태릉 ·  강릉 · 조선왕릉전시관,유료,내국인,2018년 01월,1023
서울특별시,노원구,태릉 ·  강릉 · 조선왕릉전시관,유료,외국인,2018년 01월,8
서울특별시,서대문구,서대문자연사박물관,유료,내국인,2018년 01월,35006
서울특별시,서대문구,서대문자연사박물관,유료,외국인,2018년 01월,-
서울특별시,서대문구,서대문형무소역사관,유료,내국인,2018년 01월,34198
서울특별시,서대문구,서대문형무소역사관,유료,외국인,2018년 01월,918
서울특별시,마포구,트릭아이미술관,유료,내국인,2018년 01월,5556
서울특별시,마포구,트릭아이미술관,유료,외국인,2018년 01월,13160
서울특별시,서초구,헌릉ㆍ인릉,유료,내국인,2018년 01월,1182
서울특별시,서초구,헌릉ㆍ인릉,유료,외국인,2018년 01월,6
서울특별시,강남구,선릉·정릉,유료,내국인,2018년 01월,8040
서울특별시,강남구,선릉·정릉,유료,외국인,2018년 01월,519
서울특별시,송파구,롯데월드,유료,내국인,2018년 01월,508452
서울특별시,송파구,서울스카이,유료,내국인,2018년 01월,138596
서울특별시,송파구,아쿠아리움,유료,내국인,2018년 01월,109435
부산광역시,영도구,태종대 관광지,유료,내국인,2018년 01월,60728
부산광역시,영도구,태종대 관광지,유료,외국인,2018년 01월,-
부산광역시,남구,부산시립박물관,무료,내국인,2018년 01월,8818
부산광역시,남구,부산시립박물관,무료,외국인,2018년 01월,1181
부산광역시,북구,구포국수체험관,유료,내국인,2018년 01월,1066
부산광역시,북구,기후변화체험관,유료,내국인,2018년 01월,4840
부산광역시,북구,문화빙상센터,유료,내국인,2018년 01월,21803
부산광역시,해운대구,부산아쿠아리움,유료,내국인,2018년 01월,70778
부산광역시,해운대구,부산아쿠아리움,유료,외국인,2018년 01월,-
부산광역시,해운대구,누리마루 APEC하우스,무료,내국인,2018년 01월,137877
부산광역시,사하구,감천문화마을,무료,내국인,2018년 01월,125782
부산광역시,강서구,한국마사회 렛츠런파크 부산경남,유료,내국인,2018년 01월,67515
부산광역시,강서구,한국마사회 렛츠런파크 부산경남,유료,외국인,2018년 01월,-
부산광역시,기장군,국립부산과학관,유료,내국인,2018년 01월,107335
대구광역시,중구,구암서원,유료,내국인,2018년 01월,71
대구광역시,중구,구암서원,유료,외국인,2018년 01월,53
대구광역시,중구,향촌문화관,유료,내국인,2018년 01월,8880
대구광역시,중구,향촌문화관,유료,외국인,2018년 01월,51
대구광역시,중구,근대문화체험관 계산예가,무료,내국인,2018년 01월,12217
대구광역시,중구,김광석 다시 그리기 길,무료,내국인,2018년 01월,73628
대구광역시,중구,쌈지공원관광안내소,무료,내국인,2018년 01월,25022
대구광역시,동구,대구시니어체험관,유료,내국인,2018년 01월,209
대구광역시,동구,대구시니어체험관,유료,외국인,2018년 01월,0
대구광역시,동구,팔공산 케이블카,유료,내국인,2018년 01월,17279
대구광역시,동구,팔공산 케이블카,유료,외국인,2018년 01월,-
대구광역시,동구,갓바위,무료,내국인,2018년 01월,34679
대구광역시,동구,국립대구기상과학관,무료,내국인,2018년 01월,10052
대구광역시,동구,노태우전대통령생가,무료,내국인,2018년 01월,1168
대구광역시,동구,신숭겸장군 유적지,무료,내국인,2018년 01월,14689
대구광역시,동구,아양기찻길,무료,내국인,2018년 01월,33314
대구광역시,남구,고산골 공룡공원,무료,내국인,2018년 01월,15991
대구광역시,남구,앞산전망대,무료,내국인,2018년 01월,33706
대구광역시,북구,대구사격장,유료,내국인,2018년 01월,10934
대구광역시,북구,대구사격장,유료,외국인,2018년 01월,71
대구광역시,수성구,대구미술관,유료,내국인,2018년 01월,10452
대구광역시,수성구,대구미술관,유료,외국인,2018년 01월,44
대구광역시,수성구,국립대구박물관,무료,내국인,2018년 01월,13117
대구광역시,달서구,온천 엘리바덴,유료,내국인,2018년 01월,66641
대구광역시,달서구,온천 엘리바덴,유료,외국인,2018년 01월,-
대구광역시,달서구,이월드,유료,내국인,2018년 01월,130490
대구광역시,달서구,이월드,유료,외국인,2018년 01월,781
대구광역시,달서구,대구수목원,무료,내국인,2018년 01월,75235
대구광역시,달성군,국립대구과학관,유료,내국인,2018년 01월,81876
대구광역시,달성군,사문진유람선(달성호 및 사문진호),유료,내국인,2018년 01월,271
대구광역시,달성군,스파밸리,유료,내국인,2018년 01월,28908
대구광역시,달성군,스파밸리,유료,외국인,2018년 01월,14
대구광역시,달성군,허브힐즈 (구 냉천자연랜드),유료,내국인,2018년 01월,32064
대구광역시,달성군,허브힐즈 (구 냉천자연랜드),유료,외국인,2018년 01월,1060
대구광역시,달성군,녹동서원,무료,내국인,2018년 01월,2449
대구광역시,달성군,녹동서원,무료,외국인,2018년 01월,26
대구광역시,달성군,디아크(강정고령보),무료,내국인,2018년 01월,112130
대구광역시,달성군,비슬산자연휴양림,무료,내국인,2018년 01월,36102
인천광역시,중구,송월동화마을 트릭아트스토리,유료,내국인,2018년 01월,2410
인천광역시,중구,씨사이드파크 레일바이크,유료,내국인,2018년 01월,1332
인천광역시,중구,연안부두 유람선,유료,내국인,2018년 01월,6179
인천광역시,중구,연안부두 유람선,유료,외국인,2018년 01월,436
인천광역시,중구,영종역사관,유료,내국인,2018년 01월,-
인천광역시,중구,월미도 유람선,유료,내국인,2018년 01월,10601
인천광역시,중구,월미도 유람선,유료,외국인,2018년 01월,428
인천광역시,중구,인천개항장 근대건축전시관,유료,내국인,2018년 01월,3752
인천광역시,중구,인천개항장 근대건축전시관,유료,외국인,2018년 01월,12
인천광역시,중구,중구생활사전시관,유료,내국인,2018년 01월,-
인천광역시,중구,짜장면박물관,유료,내국인,2018년 01월,9274
인천광역시,중구,짜장면박물관,유료,외국인,2018년 01월,1447
인천광역시,중구,무의도,무료,내국인,2018년 01월,9469
인천광역시,중구,인천대교기념관,무료,내국인,2018년 01월,1075
인천광역시,중구,인천대교기념관,무료,외국인,2018년 01월,45
인천광역시,중구,인천학생과학관,무료,내국인,2018년 01월,11565
인천광역시,중구,한국이민사박물관,무료,내국인,2018년 01월,3686
인천광역시,중구,한국이민사박물관,무료,외국인,2018년 01월,18
인천광역시,동구,수도국산달동네박물관,유료,내국인,2018년 01월,7543
인천광역시,동구,수도국산달동네박물관,유료,외국인,2018년 01월,111
인천광역시,동구,실감콘텐츠체험관 탐,유료,내국인,2018년 01월,2460
인천광역시,동구,작은미술관,무료,내국인,2018년 01월,299
인천광역시,미추홀구,송암 미술관,무료,내국인,2018년 01월,759
인천광역시,연수구,가스과학관,무료,내국인,2018년 01월,3008
인천광역시,연수구,가천박물관,무료,내국인,2018년 01월,0
인천광역시,연수구,인천상륙작전기념관,무료,내국인,2018년 01월,11317
인천광역시,연수구,인천상륙작전기념관,무료,외국인,2018년 01월,1254
인천광역시,연수구,컴팩스마트시티,무료,내국인,2018년 01월,3683
인천광역시,남동구,소래역사관,유료,내국인,2018년 01월,3214
인천광역시,남동구,소래역사관,유료,외국인,2018년 01월,0
인천광역시,남동구, 소래철교,무료,내국인,2018년 01월,37097
인천광역시,부평구,부평아트센터,유료,내국인,2018년 01월,2556
인천광역시,부평구,부평아트센터,유료,외국인,2018년 01월,0
인천광역시,부평구,기후변화체험관,무료,내국인,2018년 01월,5831
인천광역시,부평구,부평역사박물관,무료,내국인,2018년 01월,5771
인천광역시,부평구,안전체험관,무료,내국인,2018년 01월,3005
인천광역시,부평구,인천나비공원,무료,내국인,2018년 01월,4161
인천광역시,계양구,인천어린이과학관,유료,내국인,2018년 01월,39527
인천광역시,서구,검단 선사박물관,무료,내국인,2018년 01월,2939
인천광역시,서구,녹청자박물관,무료,내국인,2018년 01월,3456
인천광역시,서구,세어도,무료,내국인,2018년 01월,44
인천광역시,강화군,강화갯벌센터,유료,내국인,2018년 01월,93
인천광역시,강화군,강화갯벌센터,유료,외국인,2018년 01월,0
인천광역시,강화군,강화석모도 미네랄 온천,유료,내국인,2018년 01월,24382
인천광역시,강화군,강화역사박물관,유료,내국인,2018년 01월,7259
인천광역시,강화군,강화역사박물관,유료,외국인,2018년 01월,1
인천광역시,강화군,강화자연사박물관,유료,내국인,2018년 01월,6205
인천광역시,강화군,강화자연사박물관,유료,외국인,2018년 01월,10
인천광역시,강화군,강화전적지5개소,유료,내국인,2018년 01월,17884
인천광역시,강화군,강화전적지5개소,유료,외국인,2018년 01월,11
인천광역시,강화군,강화평화전망대,유료,내국인,2018년 01월,8682
인천광역시,강화군,강화평화전망대,유료,외국인,2018년 01월,0
인천광역시,강화군,강화화문석문화관,유료,내국인,2018년 01월,1142
인천광역시,강화군,강화화문석문화관,유료,외국인,2018년 01월,0
인천광역시,강화군,마니산,유료,내국인,2018년 01월,18075
인천광역시,강화군,마니산,유료,외국인,2018년 01월,0
인천광역시,강화군,석모도 자연휴양림,유료,내국인,2018년 01월,3204
인천광역시,강화군,옥토끼우주센터,유료,내국인,2018년 01월,10313
인천광역시,강화군,함허동천,유료,내국인,2018년 01월,2851
인천광역시,강화군,함허동천,유료,외국인,2018년 01월,0
인천광역시,강화군,강화 농경문화관,무료,내국인,2018년 01월,261
인천광역시,강화군,강화관광플랫폼,무료,내국인,2018년 01월,-
인천광역시,강화군,강화나들길(1코스~8코스),무료,내국인,2018년 01월,11432
인천광역시,강화군,소창체험관,무료,내국인,2018년 01월,-
인천광역시,옹진군,대청면,무료,내국인,2018년 01월,717
인천광역시,옹진군,덕적면,무료,내국인,2018년 01월,1764
인천광역시,옹진군,백령면,무료,내국인,2018년 01월,2954
인천광역시,옹진군,북도면,무료,내국인,2018년 01월,8238
인천광역시,옹진군,연평면,무료,내국인,2018년 01월,968
인천광역시,옹진군,영흥에너지파크,무료,내국인,2018년 01월,2546
인천광역시,옹진군,영흥에너지파크,무료,외국인,2018년 01월,32
인천광역시,옹진군,자월면,무료,내국인,2018년 01월,1164
광주광역시,동구,곰적골,무료,내국인,2018년 01월,723
광주광역시,동구,광주광역시 5.18민주화운동기록관,무료,내국인,2018년 01월,3404
광주광역시,동구,무등산국립공원(동적골),무료,내국인,2018년 01월,14729
광주광역시,동구,무등산국립공원(장원봉제1진입로),무료,내국인,2018년 01월,1343
광주광역시,동구,무등산국립공원(제1수원지),무료,내국인,2018년 01월,5371
광주광역시,동구,무등산국립공원(제1수원지),무료,외국인,2018년 01월,-
광주광역시,동구,무등산국립공원(제2수원지),무료,내국인,2018년 01월,1776
광주광역시,동구,무등산국립공원(주차장~옛길),무료,내국인,2018년 01월,4990
광주광역시,동구,무등산국립공원(주차장~옛길),무료,외국인,2018년 01월,-
광주광역시,동구,무등산국립공원(증심사방향1),무료,내국인,2018년 01월,31841
광주광역시,동구,무등산국립공원(증심사방향1),무료,외국인,2018년 01월,-
광주광역시,동구,무등산국립공원(증심사방향2),무료,내국인,2018년 01월,35789
광주광역시,동구,무등산국립공원(증심사방향2),무료,외국인,2018년 01월,-
광주광역시,동구,무등산국립공원(증심사상가방향1),무료,내국인,2018년 01월,13684
광주광역시,동구,무등산국립공원(증심사상가방향1),무료,외국인,2018년 01월,-
광주광역시,동구,무등산국립공원(증심사상가방향2),무료,내국인,2018년 01월,48628
광주광역시,동구,무등산국립공원(증심사상가방향2),무료,외국인,2018년 01월,-
광주광역시,동구,무등산국립공원(증심사차량통제소),무료,내국인,2018년 01월,6078
광주광역시,동구,무등산국립공원(증심사차량통제소),무료,외국인,2018년 01월,-
광주광역시,동구,무등산국립공원(증심상가),무료,내국인,2018년 01월,34394
광주광역시,동구,무등산국립공원(지산유원지),무료,내국인,2018년 01월,946
광주광역시,동구,무등산국립공원(지산유원지),무료,외국인,2018년 01월,-
광주광역시,동구,지원정수장,무료,내국인,2018년 01월,3455
광주광역시,서구,광주학생독립운동기념회관,무료,내국인,2018년 01월,2135
광주광역시,서구,하정웅미술관,무료,내국인,2018년 01월,977
광주광역시,남구,고싸움놀이테마파크,유료,내국인,2018년 01월,89
광주광역시,남구,고싸움놀이테마파크,유료,외국인,2018년 01월,0
광주광역시,남구,승촌보야영장,유료,내국인,2018년 01월,406
광주광역시,남구,빛고을공예창작촌,무료,내국인,2018년 01월,2218
광주광역시,남구,영산강문화관,무료,내국인,2018년 01월,27236
광주광역시,남구,이장우가옥,무료,내국인,2018년 01월,8786
광주광역시,남구,펭귄마을,무료,내국인,2018년 01월,-
광주광역시,남구,포충사,무료,내국인,2018년 01월,4550
광주광역시,북구,광주문화예술회관,유료,내국인,2018년 01월,14892
광주광역시,북구,광주시민의숲 야영장,유료,내국인,2018년 01월,1488
광주광역시,북구,국립광주과학관,유료,내국인,2018년 01월,46666
광주광역시,북구,우치공원(동물원),유료,내국인,2018년 01월,14971
광주광역시,북구,우치공원(패밀리랜드),유료,내국인,2018년 01월,36103
광주광역시,북구,우치공원(패밀리랜드),유료,외국인,2018년 01월,0
광주광역시,북구,국립광주박물관,무료,내국인,2018년 01월,42889
광주광역시,북구,국립광주박물관,무료,외국인,2018년 01월,145
광주광역시,북구,무등산국립공원(각화제),무료,내국인,2018년 01월,14386
광주광역시,북구,무등산국립공원(원효분소차단기1),무료,내국인,2018년 01월,10638
광주광역시,북구,무등산국립공원(원효분소차단기2),무료,내국인,2018년 01월,8734
광주광역시,북구,무등산국립공원(원효사상가~꼬막재방향),무료,내국인,2018년 01월,1206
광주광역시,북구,무등산국립공원(원효사상가~제철유적지방향),무료,내국인,2018년 01월,993
광주광역시,북구,무등산국립공원(원효사위),무료,내국인,2018년 01월,10798
광주광역시,북구,무등산국립공원(원효사주차장~옛길),무료,내국인,2018년 01월,3091
광주광역시,북구,무등산국립공원(원효사차량통제소),무료,내국인,2018년 01월,6084
광주광역시,북구,무등산국립공원(인공폭포),무료,내국인,2018년 01월,224
광주광역시,북구,무등산국립공원(장원봉제2진입로),무료,내국인,2018년 01월,137
광주광역시,북구,무등산국립공원(청풍쉼터),무료,내국인,2018년 01월,5303
광주광역시,북구,무등산국립공원(청풍탐방지원센터),무료,내국인,2018년 01월,144
광주광역시,북구,무등산국립공원(풍암제),무료,내국인,2018년 01월,1995
광주광역시,북구,시립미술관(중외공원),무료,내국인,2018년 01월,9218
광주광역시,북구,시립민속박물관,무료,내국인,2018년 01월,12066
대전광역시,동구,상소오토캠핑장,유료,내국인,2018년 01월,1158
대전광역시,동구,찬샘마을,유료,내국인,2018년 01월,194
대전광역시,동구,한밭교육박물관,무료,내국인,2018년 01월,1841
대전광역시,중구,대전 아쿠아월드,유료,내국인,2018년 01월,21416
대전광역시,중구,대전동물원,유료,내국인,2018년 01월,36102
대전광역시,중구,뿌리공원,유료,내국인,2018년 01월,28466
대전광역시,중구,뿌리공원,유료,외국인,2018년 01월,63
대전광역시,서구,남선공원종합체육관,유료,내국인,2018년 01월,34781
대전광역시,서구,대전시립미술관,유료,내국인,2018년 01월,7318
대전광역시,서구,장태산자연휴양림,유료,내국인,2018년 01월,53525
대전광역시,유성구,국립중앙과학관,유료,내국인,2018년 01월,93508
대전광역시,유성구,대전어린이회관,유료,내국인,2018년 01월,37838
대전광역시,유성구,유성유스호스텔,유료,내국인,2018년 01월,1371
대전광역시,유성구,계룡산 수통골,무료,내국인,2018년 01월,-
대전광역시,유성구,계룡산 수통골,무료,내국인,2018년 01월,48454
대전광역시,유성구,계룡산 수통골,무료,외국인,2018년 01월,-
대전광역시,유성구,대전시민천문대,무료,내국인,2018년 01월,12035
대전광역시,유성구,솔로몬 로파크,무료,내국인,2018년 01월,13692
대전광역시,유성구,지질박물관,무료,내국인,2018년 01월,5951
대전광역시,유성구,지질박물관,무료,내국인,2018년 01월,-
대전광역시,유성구,지질박물관,무료,외국인,2018년 01월,-
대전광역시,유성구,화폐박물관,무료,내국인,2018년 01월,-
대전광역시,유성구,화폐박물관,무료,내국인,2018년 01월,9776
대전광역시,유성구,화폐박물관,무료,외국인,2018년 01월,-
대전광역시,대덕구,로하스가족공원 캠핑장,유료,내국인,2018년 01월,1090
울산광역시,중구,약사동제방유적전시관 ,무료,내국인,2018년 01월,-
울산광역시,중구,외솔생가 및 기념관,무료,내국인,2018년 01월,1946
울산광역시,중구,울산 동헌 및 내아,무료,내국인,2018년 01월,3454
울산광역시,중구,태화강 십리대숲,무료,내국인,2018년 01월,8693
울산광역시,중구,태화강대공원,무료,내국인,2018년 01월,24538
울산광역시,중구,태화루,무료,내국인,2018년 01월,3090
울산광역시,남구,고래바다여행선,유료,내국인,2018년 01월,338
울산광역시,남구,고래바다여행선,유료,외국인,2018년 01월,0
울산광역시,남구,고래생태체험관,유료,내국인,2018년 01월,24264
울산광역시,남구,고래생태체험관,유료,외국인,2018년 01월,0
울산광역시,남구,"울산대공원 유료시설(장미계곡,나비원, 골프장)",유료,내국인,2018년 01월,23714
울산광역시,남구,"울산대공원 유료시설(장미계곡,나비원, 골프장)",유료,외국인,2018년 01월,66
울산광역시,남구,장생포 고래문화마을,유료,내국인,2018년 01월,-
울산광역시,남구,태화강 동굴피아,유료,내국인,2018년 01월,3170
울산광역시,남구,SK에너지 울산Complex 견학,무료,내국인,2018년 01월,219
울산광역시,남구,SK에너지 울산Complex 견학,무료,외국인,2018년 01월,92
울산광역시,남구,울산박물관,무료,내국인,2018년 01월,12951
울산광역시,남구,울산박물관,무료,외국인,2018년 01월,156
울산광역시,동구,소리체험관,유료,내국인,2018년 01월,2447
울산광역시,동구,슬도,유료,내국인,2018년 01월,10030
울산광역시,동구,울산테마식물수목원,유료,내국인,2018년 01월,172
울산광역시,동구,울산테마식물수목원,유료,외국인,2018년 01월,10
울산광역시,동구,대왕암공원,무료,내국인,2018년 01월,37772
울산광역시,동구,옥류천이야기길,무료,내국인,2018년 01월,8330
울산광역시,동구,울산대교 전망대,무료,내국인,2018년 01월,14750
울산광역시,동구,현대중공업,무료,내국인,2018년 01월,1611
울산광역시,동구,현대중공업,무료,외국인,2018년 01월,237
울산광역시,북구,당사해양낚시공원,유료,내국인,2018년 01월,2995
울산광역시,북구,현대자동차(주)울산공장,무료,내국인,2018년 01월,2839
울산광역시,북구,현대자동차(주)울산공장,무료,외국인,2018년 01월,252
울산광역시,울주군,국제클라이밍센터,유료,내국인,2018년 01월,-
울산광역시,울주군,국제클라이밍센터,유료,외국인,2018년 01월,-
울산광역시,울주군,번개맨 우주센터,유료,내국인,2018년 01월,-
울산광역시,울주군,석남사,유료,내국인,2018년 01월,3529
울산광역시,울주군,석남사,유료,외국인,2018년 01월,6
울산광역시,울주군,신불산 폭포 자연휴양림,유료,내국인,2018년 01월,3703
울산광역시,울주군,신불산 폭포 자연휴양림,유료,외국인,2018년 01월,0
울산광역시,울주군,영남알프스레져,유료,내국인,2018년 01월,45067
울산광역시,울주군,영남알프스레져,유료,외국인,2018년 01월,96
울산광역시,울주군,외고산옹기마을 아카데미관,유료,내국인,2018년 01월,394
울산광역시,울주군,외고산옹기마을 아카데미관,유료,외국인,2018년 01월,0
울산광역시,울주군,울산해양박물관,유료,내국인,2018년 01월,610
울산광역시,울주군,울산해양박물관,유료,외국인,2018년 01월,0
울산광역시,울주군,간절곶 공원,무료,내국인,2018년 01월,-
울산광역시,울주군,두동면 천전리 각석,무료,내국인,2018년 01월,4766
울산광역시,울주군,반구대 암각화,무료,내국인,2018년 01월,2684
울산광역시,울주군,영남알프스 1(배내고개 등산로),무료,내국인,2018년 01월,103
울산광역시,울주군,영남알프스 2(배내골 사슴목장 등산로),무료,내국인,2018년 01월,171
울산광역시,울주군,영남알프스 3(석남사 주차장(상단) 등산로),무료,내국인,2018년 01월,289
울산광역시,울주군,영남알프스 4(복합웰컴센터 등산로(간월산장)),무료,내국인,2018년 01월,4732
울산광역시,울주군,옹기박물관,무료,내국인,2018년 01월,-
울산광역시,울주군,옹기박물관,무료,외국인,2018년 01월,-
울산광역시,울주군,울산대곡박물관,무료,내국인,2018년 01월,2014
울산광역시,울주군,울산암각화박물관,무료,내국인,2018년 01월,4843
울산광역시,울주군,충렬공박제상기념관,무료,내국인,2018년 01월,1405
세종특별자치시,세종특별자치시,IMG 내셔날,유료,내국인,2018년 01월,1422
세종특별자치시,세종특별자치시,IMG 내셔날,유료,외국인,2018년 01월,0
세종특별자치시,세종특별자치시,베어트리파크,유료,내국인,2018년 01월,2339
세종특별자치시,세종특별자치시,베어트리파크,유료,외국인,2018년 01월,0
세종특별자치시,세종특별자치시,산림박물관,유료,내국인,2018년 01월,4097
세종특별자치시,세종특별자치시,산림박물관,유료,외국인,2018년 01월,0
세종특별자치시,세종특별자치시,영평사템플스테이,유료,내국인,2018년 01월,37
세종특별자치시,세종특별자치시,영평사템플스테이,유료,외국인,2018년 01월,0
세종특별자치시,세종특별자치시,합강공원 오토캠핑장,유료,내국인,2018년 01월,4540
세종특별자치시,세종특별자치시,합강공원 오토캠핑장,유료,외국인,2018년 01월,0
경기도,수원시,kbs수원센터(kbs수원아트홀),유료,내국인,2018년 01월,6412
경기도,수원시,수원sk아트리움,유료,내국인,2018년 01월,3462
경기도,수원시,수원광교박물관,유료,내국인,2018년 01월,4753
경기도,수원시,수원박물관,유료,내국인,2018년 01월,5440
경기도,수원시,수원박물관,유료,외국인,2018년 01월,10
경기도,수원시,수원시립아이파크미술관,유료,내국인,2018년 01월,10850
경기도,수원시,수원시립아이파크미술관,유료,외국인,2018년 01월,114
경기도,수원시,수원월드컵경기장(축구박물관),유료,내국인,2018년 01월,279
경기도,수원시,수원월드컵경기장(축구박물관),유료,외국인,2018년 01월,1
경기도,수원시,수원종합운동장(수원국민체육센터),유료,내국인,2018년 01월,7727
경기도,수원시,수원화성박물관,유료,내국인,2018년 01월,9387
경기도,수원시,수원화성박물관,유료,외국인,2018년 01월,126
경기도,수원시,화성,유료,내국인,2018년 01월,8180
경기도,수원시,화성,유료,외국인,2018년 01월,2167
경기도,수원시,화성행궁(낙남헌),유료,내국인,2018년 01월,11620
경기도,수원시,화성행궁(낙남헌),유료,외국인,2018년 01월,945
경기도,수원시,해우재,무료,내국인,2018년 01월,17052
경기도,수원시,해우재,무료,외국인,2018년 01월,636
경기도,성남시,남서울컨트리클럽,유료,내국인,2018년 01월,1242
경기도,성남시,남서울컨트리클럽,유료,외국인,2018년 01월,0
경기도,성남시,성남가족캠핑숲,유료,내국인,2018년 01월,757
경기도,성남시,성남아트센터,유료,내국인,2018년 01월,10997
경기도,성남시,신구대학교 식물원,유료,내국인,2018년 01월,731
경기도,성남시,한국잡월드,유료,내국인,2018년 01월,59176
경기도,성남시,한국잡월드,유료,외국인,2018년 01월,0
경기도,성남시,판교박물관,무료,내국인,2018년 01월,4797
경기도,의정부시,예술의 전당,유료,내국인,2018년 01월,-
경기도,의정부시,의정부실내빙상장,유료,내국인,2018년 01월,-
경기도,의정부시,과학도서관(천문우주체험실),무료,내국인,2018년 01월,-
경기도,의정부시,퓨전문화관광홍보관,무료,내국인,2018년 01월,-
경기도,안양시,병목안캠핑장,유료,내국인,2018년 01월,0
경기도,안양시,김중업박물관,무료,내국인,2018년 01월,1059
경기도,안양시,안양예술공원,무료,내국인,2018년 01월,18493
경기도,안양시,안양천 생태이야기관,무료,내국인,2018년 01월,3232
경기도,부천시,부천로보파크전시관,유료,내국인,2018년 01월,7759
경기도,부천시,아인스월드,유료,내국인,2018년 01월,3413
경기도,부천시,웅진플레이도시- 골프연습장,유료,내국인,2018년 01월,11531
경기도,부천시,웅진플레이도시-실내스키돔,유료,내국인,2018년 01월,37506
경기도,부천시,웅진플레이도시-워터파크&스파,유료,내국인,2018년 01월,42305
경기도,부천시,한국만화박물관,유료,내국인,2018년 01월,25038
경기도,광명시,광명도덕산캠핑장,유료,내국인,2018년 01월,1254
경기도,광명시,광명동굴,유료,내국인,2018년 01월,34397
경기도,광명시,광명동굴,유료,외국인,2018년 01월,3387
경기도,광명시,광명스피돔,유료,내국인,2018년 01월,44974
경기도,광명시,광명스피돔,유료,외국인,2018년 01월,0
경기도,광명시,충현박물관,유료,내국인,2018년 01월,0
경기도,광명시,충현박물관,유료,외국인,2018년 01월,0
경기도,광명시,구름산산림욕장,무료,내국인,2018년 01월,16982
경기도,광명시,기형도문학관,무료,내국인,2018년 01월,1406
경기도,동두천시,동두천시경기북부어린이박물관,유료,내국인,2018년 01월,7216
경기도,동두천시,소요산관광지(자재암),유료,내국인,2018년 01월,2714
경기도,동두천시,소요산관광지(자재암),유료,외국인,2018년 01월,27
경기도,동두천시,자유수호평화박물관,유료,내국인,2018년 01월,1381
경기도,동두천시,티클라우드컨트리클럽,유료,내국인,2018년 01월,0
경기도,동두천시,티클라우드컨트리클럽,유료,외국인,2018년 01월,0
경기도,안산시,NCC 골프클럽,유료,내국인,2018년 01월,50
경기도,안산시,경기도미술관,유료,내국인,2018년 01월,3936
경기도,안산시,경기도청소년수련원,유료,내국인,2018년 01월,1851
경기도,안산시,대부도캠핑성,유료,내국인,2018년 01월,-
경기도,안산시,동주염전,유료,내국인,2018년 01월,0
경기도,안산시,동춘서커스,유료,내국인,2018년 01월,-
경기도,안산시,베르아델승마클럽,유료,내국인,2018년 01월,1245
경기도,안산시,선감어촌체험마을,유료,내국인,2018년 01월,0
경기도,안산시,성호기념관,유료,내국인,2018년 01월,1564
경기도,안산시,세종도예원,유료,내국인,2018년 01월,1632
경기도,안산시,씨엘관광농원,유료,내국인,2018년 01월,-
경기도,안산시,아일랜드리조트,유료,내국인,2018년 01월,4139
경기도,안산시,안산썰매장,유료,내국인,2018년 01월,23111
경기도,안산시,안산어촌민속박물관,유료,내국인,2018년 01월,2412
경기도,안산시,안산어촌민속박물관,유료,외국인,2018년 01월,0
경기도,안산시,엑스퍼트연수원,유료,내국인,2018년 01월,1293
경기도,안산시,유리섬,유료,내국인,2018년 01월,3851
경기도,안산시,유리섬,유료,외국인,2018년 01월,0
경기도,안산시,제일컨트리클럽,유료,내국인,2018년 01월,664
경기도,안산시,제일컨트리클럽,유료,외국인,2018년 01월,4
경기도,안산시,종이미술관,유료,내국인,2018년 01월,1000
경기도,안산시,종현어촌체험마을,유료,내국인,2018년 01월,16396
경기도,안산시,탄도항노을캠핑장,유료,내국인,2018년 01월,-
경기도,안산시,호수공원야외수영장,유료,내국인,2018년 01월,0
경기도,안산시,화랑오토캠핑장,유료,내국인,2018년 01월,210
경기도,안산시,대부해솔길(구봉도공영주차장),무료,내국인,2018년 01월,719
경기도,안산시,대부해솔길(종현어촌마을입구),무료,내국인,2018년 01월,8271
경기도,안산시,수리산입구,무료,내국인,2018년 01월,15689
경기도,안산시,시화호조력발전소,무료,내국인,2018년 01월,13161
경기도,안산시,안산갈대습지공원,무료,내국인,2018년 01월,0
