시도,군구,관광지명,유료/무료,내/외국인,연도월,입장객수
전라남도,구례군,산수유사랑공원,무료,내국인,2018년 04월,8070
전라남도,구례군,수락폭포,무료,내국인,2018년 04월,3510
전라남도,구례군,오산사성암,무료,내국인,2018년 04월,32196
전라남도,구례군,운조루유물전시관,무료,내국인,2018년 04월,1428
전라남도,구례군,운조루유물전시관,무료,외국인,2018년 04월,3
전라남도,고흥군,거금해양낚시공원,유료,내국인,2018년 04월,565
전라남도,고흥군,고흥분청문화박물관,유료,내국인,2018년 04월,-
전라남도,고흥군,고흥우주천문과학관,유료,내국인,2018년 04월,772
전라남도,고흥군,고흥우주천문과학관,유료,외국인,2018년 04월,0
전라남도,고흥군,국립고흥청소년우주체험센터,유료,내국인,2018년 04월,5524
전라남도,고흥군,국립고흥청소년우주체험센터,유료,외국인,2018년 04월,0
전라남도,고흥군,나로우주과학관,유료,내국인,2018년 04월,10177
전라남도,고흥군,나로우주과학관,유료,외국인,2018년 04월,0
전라남도,고흥군,녹동항 인공섬,유료,내국인,2018년 04월,16619
전라남도,고흥군,마복산목재문화체험장,유료,내국인,2018년 04월,3419
전라남도,고흥군,발포역사전시체험관,유료,내국인,2018년 04월,197
전라남도,고흥군,발포역사전시체험관,유료,외국인,2018년 04월,0
전라남도,고흥군,시호도,유료,내국인,2018년 04월,84
전라남도,고흥군,애도,유료,내국인,2018년 04월,-
전라남도,고흥군,앵무새 체험장,유료,내국인,2018년 04월,750
전라남도,고흥군,우주발사전망대,유료,내국인,2018년 04월,4641
전라남도,고흥군,우주발사전망대,유료,외국인,2018년 04월,0
전라남도,고흥군,팔영산자연휴양림,유료,내국인,2018년 04월,5365
전라남도,고흥군,팔영산자연휴양림,유료,외국인,2018년 04월,0
전라남도,고흥군,해창만 오토캠핑장,유료,내국인,2018년 04월,687
전라남도,고흥군,거금생태숲,무료,내국인,2018년 04월,-
전라남도,고흥군,김일 기념관,무료,내국인,2018년 04월,-
전라남도,고흥군,다도해상국립공원 팔영지구,무료,내국인,2018년 04월,6375
전라남도,고흥군,봉래산,무료,내국인,2018년 04월,3134
전라남도,고흥군,연홍미술관,무료,내국인,2018년 04월,-
전라남도,고흥군,적대봉,무료,내국인,2018년 04월,2030
전라남도,보성군,강골전통마을,유료,내국인,2018년 04월,-
전라남도,보성군,강골전통마을,유료,내국인,2018년 04월,51
전라남도,보성군,강골전통마을,유료,외국인,2018년 04월,0
전라남도,보성군,득량만 바다낚시공원,유료,내국인,2018년 04월,232
전라남도,보성군,미력옹기,유료,내국인,2018년 04월,149
전라남도,보성군,미력옹기,유료,내국인,2018년 04월,-
전라남도,보성군,미력옹기,유료,외국인,2018년 04월,0
전라남도,보성군,보성CC,유료,내국인,2018년 04월,-
전라남도,보성군,보성CC,유료,내국인,2018년 04월,7812
전라남도,보성군,보성CC,유료,외국인,2018년 04월,0
전라남도,보성군,보성군 티벳박물관,유료,내국인,2018년 04월,2770
전라남도,보성군,보성군 티벳박물관,유료,내국인,2018년 04월,-
전라남도,보성군,보성군 티벳박물관,유료,외국인,2018년 04월,0
전라남도,보성군,보성비봉공룡공원,유료,내국인,2018년 04월,11206
전라남도,보성군,소설태백산맥문학관,유료,내국인,2018년 04월,2300
전라남도,보성군,소설태백산맥문학관,유료,내국인,2018년 04월,-
전라남도,보성군,소설태백산맥문학관,유료,외국인,2018년 04월,0
전라남도,보성군,웅치제암산자연휴양림,유료,내국인,2018년 04월,14376
전라남도,보성군,웅치제암산자연휴양림,유료,내국인,2018년 04월,-
전라남도,보성군,웅치제암산자연휴양림,유료,외국인,2018년 04월,0
전라남도,보성군,율포해수욕장관광지(해수녹차탕),유료,내국인,2018년 04월,-
전라남도,보성군,율포해수욕장관광지(해수녹차탕),유료,내국인,2018년 04월,9992
전라남도,보성군,율포해수욕장관광지(해수녹차탕),유료,외국인,2018년 04월,0
전라남도,보성군,율포해수욕장관광지(해수풀장),유료,내국인,2018년 04월,-
전라남도,보성군,율포해수욕장관광지(해수풀장),유료,내국인,2018년 04월,0
전라남도,보성군,율포해수욕장관광지(해수풀장),유료,외국인,2018년 04월,0
전라남도,보성군,천연염색공예관,유료,내국인,2018년 04월,-
전라남도,보성군,천연염색공예관,유료,내국인,2018년 04월,572
전라남도,보성군,천연염색공예관,유료,외국인,2018년 04월,0
전라남도,보성군,한국차문화공원(대한다원),유료,내국인,2018년 04월,-
전라남도,보성군,한국차문화공원(대한다원),유료,내국인,2018년 04월,31669
전라남도,보성군,한국차문화공원(대한다원),유료,외국인,2018년 04월,0
전라남도,보성군,한국차소리문화공원관광지(한국차박물관),유료,내국인,2018년 04월,4536
전라남도,보성군,보성군백민미술관,무료,내국인,2018년 04월,3406
전라남도,보성군,일림산 입구,무료,내국인,2018년 04월,5978
전라남도,화순군,PGA골프장,유료,내국인,2018년 04월,2400
전라남도,화순군,PGA골프장,유료,외국인,2018년 04월,0
전라남도,화순군,금호화순리조트(아쿠아나),유료,내국인,2018년 04월,26808
전라남도,화순군,금호화순리조트(아쿠아나),유료,외국인,2018년 04월,0
전라남도,화순군,남광주컨트리클럽,유료,내국인,2018년 04월,5099
전라남도,화순군,남광주컨트리클럽,유료,외국인,2018년 04월,0
전라남도,화순군,무등산 컨트리클럽,유료,내국인,2018년 04월,12155
전라남도,화순군,무등산 컨트리클럽,유료,외국인,2018년 04월,0
전라남도,화순군,무등산 편백자연휴양림,유료,내국인,2018년 04월,4370
전라남도,화순군,무등산 편백자연휴양림,유료,외국인,2018년 04월,0
전라남도,화순군,백아산자연휴양림,유료,내국인,2018년 04월,1473
전라남도,화순군,백아산자연휴양림,유료,외국인,2018년 04월,0
전라남도,화순군,운주사,유료,내국인,2018년 04월,9378
전라남도,화순군,운주사,유료,외국인,2018년 04월,0
전라남도,화순군,조아벨리 컨트리클럽,유료,내국인,2018년 04월,2292
전라남도,화순군,조아벨리 컨트리클럽,유료,외국인,2018년 04월,0
전라남도,화순군,하니움문화스포츠센터,유료,내국인,2018년 04월,12152
전라남도,화순군,하니움문화스포츠센터,유료,외국인,2018년 04월,0
전라남도,화순군,한천자연휴양림,유료,내국인,2018년 04월,1943
전라남도,화순군,한천자연휴양림,유료,외국인,2018년 04월,0
전라남도,화순군,화순적벽,유료,내국인,2018년 04월,4056
전라남도,화순군,화순적벽,유료,외국인,2018년 04월,0
전라남도,화순군,화순컨트리클럽,유료,내국인,2018년 04월,9444
전라남도,화순군,화순컨트리클럽,유료,외국인,2018년 04월,0
전라남도,화순군,공룡발자국화석지,무료,내국인,2018년 04월,951
전라남도,화순군,공룡발자국화석지,무료,외국인,2018년 04월,0
전라남도,화순군,무등산국립공원(교리),무료,내국인,2018년 04월,92
전라남도,화순군,무등산국립공원(너릿재),무료,내국인,2018년 04월,621
전라남도,화순군,무등산국립공원(도원마을),무료,내국인,2018년 04월,1562
전라남도,화순군,무등산국립공원(들국화마을),무료,내국인,2018년 04월,343
전라남도,화순군,무등산국립공원(만연사),무료,내국인,2018년 04월,26624
전라남도,화순군,무등산국립공원(상상수목원),무료,내국인,2018년 04월,261
전라남도,화순군,무등산국립공원(안양산),무료,내국인,2018년 04월,785
전라남도,화순군,무등산국립공원(장불재),무료,내국인,2018년 04월,1392
전라남도,화순군,무등산국립공원(큰재),무료,내국인,2018년 04월,13885
전라남도,화순군,쌍봉사,무료,내국인,2018년 04월,2670
전라남도,화순군,오지호기념관,무료,내국인,2018년 04월,338
전라남도,화순군,유마사,무료,내국인,2018년 04월,1546
전라남도,화순군,충의사,무료,내국인,2018년 04월,161
전라남도,화순군,화순고인돌공원,무료,내국인,2018년 04월,10008
전라남도,화순군,화순고인돌공원,무료,외국인,2018년 04월,5
전라남도,장흥군,JNJ골프리조트,유료,내국인,2018년 04월,-
전라남도,장흥군,심천공원 오토 캠핑장,유료,내국인,2018년 04월,2500
전라남도,장흥군,심천공원 오토 캠핑장,유료,외국인,2018년 04월,-
전라남도,장흥군,유치자연휴양림,유료,내국인,2018년 04월,-
전라남도,장흥군,정남진 물 과학관,유료,내국인,2018년 04월,1741
전라남도,장흥군,정남진 물 과학관,유료,외국인,2018년 04월,-
전라남도,장흥군,정남진 전망대,유료,내국인,2018년 04월,3846
전라남도,장흥군,정남진 전망대,유료,외국인,2018년 04월,-
전라남도,장흥군,정남진 천문과학관,유료,내국인,2018년 04월,660
전라남도,장흥군,정남진 천문과학관,유료,외국인,2018년 04월,-
전라남도,장흥군,정남진해양낚시공원,유료,내국인,2018년 04월,237
전라남도,장흥군,정남진해양낚시공원,유료,외국인,2018년 04월,-
전라남도,장흥군,천관산자연휴양림,유료,내국인,2018년 04월,-
전라남도,장흥군,편백숲 우드랜드,유료,내국인,2018년 04월,49976
전라남도,장흥군,편백숲 우드랜드,유료,외국인,2018년 04월,0
전라남도,장흥군,방촌유물전시관,무료,내국인,2018년 04월,680
전라남도,강진군,강진군고려청자도요지(구 청자도요지),유료,내국인,2018년 04월,15184
전라남도,강진군,강진군고려청자도요지(구 청자도요지),유료,외국인,2018년 04월,0
전라남도,강진군,가우도,무료,내국인,2018년 04월,99827
전라남도,강진군,강진만 생태공원,무료,내국인,2018년 04월,-
전라남도,강진군,남미륵사,무료,내국인,2018년 04월,54132
전라남도,강진군,다산초당,무료,내국인,2018년 04월,16108
전라남도,강진군,무위사,무료,내국인,2018년 04월,-
전라남도,강진군,백련사,무료,내국인,2018년 04월,-
전라남도,강진군,백운동 별서정원,무료,내국인,2018년 04월,3673
전라남도,강진군,석문공원,무료,내국인,2018년 04월,-
전라남도,강진군,영랑생가,무료,내국인,2018년 04월,23495
전라남도,강진군,월출산국립공원(금릉경포대),무료,내국인,2018년 04월,7269
전라남도,강진군,전라병영성(하멜표류지),무료,내국인,2018년 04월,3125
전라남도,해남군,가학산자연휴양림,유료,내국인,2018년 04월,1778
전라남도,해남군,가학산자연휴양림,유료,외국인,2018년 04월,0
전라남도,해남군,고산윤선도유적지,유료,내국인,2018년 04월,2545
전라남도,해남군,고산윤선도유적지,유료,외국인,2018년 04월,6
전라남도,해남군,대흥사,유료,내국인,2018년 04월,-
전라남도,해남군,두륜미로파크,유료,내국인,2018년 04월,543
전라남도,해남군,땅끝관광지,유료,내국인,2018년 04월,12167
전라남도,해남군,땅끝관광지,유료,외국인,2018년 04월,12
전라남도,해남군,우수영,유료,내국인,2018년 04월,3265
전라남도,해남군,우수영,유료,외국인,2018년 04월,0
전라남도,해남군,우항리공룡박물관,유료,내국인,2018년 04월,9611
전라남도,해남군,우항리공룡박물관,유료,외국인,2018년 04월,0
전라남도,해남군,파인비치 골프링크스,유료,내국인,2018년 04월,-
전라남도,해남군,미황사&달마고도,무료,내국인,2018년 04월,-
전라남도,영암군,도갑사,유료,내국인,2018년 04월,2375
전라남도,영암군,도갑사,유료,외국인,2018년 04월,11
전라남도,영암군,성기동관광지,유료,내국인,2018년 04월,27004
전라남도,영암군,성기동관광지,유료,외국인,2018년 04월,51
전라남도,영암군,아크로컨트리클럽,유료,내국인,2018년 04월,1748
전라남도,영암군,아크로컨트리클럽,유료,외국인,2018년 04월,10
전라남도,영암군,영산호관광농업박물관,유료,내국인,2018년 04월,19473
전라남도,영암군,영산호관광농업박물관,유료,외국인,2018년 04월,40
전라남도,영암군,도기박물관,무료,내국인,2018년 04월,5704
전라남도,영암군,도기박물관,무료,외국인,2018년 04월,138
전라남도,영암군,마한문화공원,무료,내국인,2018년 04월,278
전라남도,영암군,마한문화공원,무료,외국인,2018년 04월,0
전라남도,영암군,월출산국립공원(천황),무료,내국인,2018년 04월,19106
전라남도,영암군,월출산국립공원(천황),무료,외국인,2018년 04월,79
전라남도,무안군,남도소리울림터,유료,내국인,2018년 04월,1400
전라남도,무안군,무안생태갯벌센터,유료,내국인,2018년 04월,2030
전라남도,무안군,무안생태갯벌센터,유료,외국인,2018년 04월,0
전라남도,무안군,무안종합스포츠파크,유료,내국인,2018년 04월,7771
전라남도,무안군,무안컨트리클럽,유료,내국인,2018년 04월,15067
전라남도,무안군,무안컨트리클럽,유료,외국인,2018년 04월,0
전라남도,무안군,무안클린밸리CC,유료,내국인,2018년 04월,7847
전라남도,무안군,무안클린밸리CC,유료,외국인,2018년 04월,0
전라남도,무안군,송계어촌체험 관광마을,유료,내국인,2018년 04월,0
전라남도,무안군,송계어촌체험 관광마을,유료,외국인,2018년 04월,0
전라남도,무안군,승달문화예술회관,유료,내국인,2018년 04월,-
전라남도,무안군,월선체험 휴양마을,유료,내국인,2018년 04월,191
전라남도,무안군,항공우주전시장,유료,내국인,2018년 04월,0
전라남도,무안군,항공우주전시장,유료,외국인,2018년 04월,0
전라남도,무안군,회산백련지,유료,내국인,2018년 04월,3413
전라남도,무안군,목포대학교 박물관,무료,내국인,2018년 04월,1550
전라남도,무안군,분청사기명장전시관,무료,내국인,2018년 04월,124
전라남도,무안군,오승우미술관,무료,내국인,2018년 04월,848
전라남도,무안군,장보고 전망대,무료,내국인,2018년 04월,2301
전라남도,무안군,초의선사유적지,무료,내국인,2018년 04월,1240
전라남도,함평군,함평생활유물전시관,유료,내국인,2018년 04월,183
전라남도,함평군,함평생활유물전시관,유료,외국인,2018년 04월,-
전라남도,함평군,함평양서파충류생태공원,유료,내국인,2018년 04월,15876
전라남도,함평군,함평양서파충류생태공원,유료,외국인,2018년 04월,-
전라남도,함평군,함평엑스포공원,유료,내국인,2018년 04월,270238
전라남도,함평군,함평엑스포공원,유료,외국인,2018년 04월,-
전라남도,함평군,함평자연생태공원,유료,내국인,2018년 04월,14536
전라남도,함평군,함평자연생태공원,유료,외국인,2018년 04월,-
전라남도,함평군,일강김철선생기념관,무료,내국인,2018년 04월,1325
전라남도,함평군,일강김철선생기념관,무료,외국인,2018년 04월,-
전라남도,영광군,에콜리안cc 영광,유료,내국인,2018년 04월,3185
전라남도,영광군,영광 스포티움,유료,내국인,2018년 04월,22771
전라남도,영광군,영광군 영광승마장,유료,내국인,2018년 04월,27
전라남도,영광군,영광군 청소년 수련원,유료,내국인,2018년 04월,130
전라남도,영광군,영광예술의전당,유료,내국인,2018년 04월,5188
전라남도,영광군,칠산타워,유료,내국인,2018년 04월,7562
전라남도,영광군,홍농 가마미 해수욕장,유료,내국인,2018년 04월,-
전라남도,영광군,기독교순교지,무료,내국인,2018년 04월,4527
전라남도,영광군,백수노을전시관,무료,내국인,2018년 04월,36477
전라남도,영광군,백제불교 최초도래지,무료,내국인,2018년 04월,11511
전라남도,영광군,불갑사 관광지,무료,내국인,2018년 04월,47832
전라남도,영광군,장암산 철쭉공원,무료,내국인,2018년 04월,1876
전라남도,영광군,천주교 순교지,무료,내국인,2018년 04월,2458
전라남도,영광군,한빛원자력 발전소 홍보관,무료,내국인,2018년 04월,8374
전라남도,장성군,방장산휴양림,유료,내국인,2018년 04월,6563
전라남도,장성군,방장산휴양림,유료,외국인,2018년 04월,0
전라남도,장성군,필암서원,유료,내국인,2018년 04월,2335
전라남도,장성군,필암서원,유료,외국인,2018년 04월,0
전라남도,장성군,내장산국립공원(남창계곡),무료,내국인,2018년 04월,9124
전라남도,장성군,내장산국립공원(백양사),무료,내국인,2018년 04월,17910
전라남도,장성군,장성호 문화예술공원,무료,내국인,2018년 04월,3704
전라남도,장성군,홍길동테마파크,무료,내국인,2018년 04월,9240
전라남도,완도군,완도군어촌민속전시관,유료,내국인,2018년 04월,1831
전라남도,완도군,완도군어촌민속전시관,유료,외국인,2018년 04월,-
전라남도,완도군,완도타워,유료,내국인,2018년 04월,31999
전라남도,완도군,완도타워,유료,외국인,2018년 04월,109
전라남도,완도군,윤선도유적지,유료,내국인,2018년 04월,22196
전라남도,완도군,윤선도유적지,유료,외국인,2018년 04월,-
전라남도,완도군,장보고기념관,유료,내국인,2018년 04월,15321
전라남도,완도군,장보고기념관,유료,외국인,2018년 04월,-
전라남도,완도군,전라남도 수목원,유료,내국인,2018년 04월,23451
전라남도,완도군,전라남도 수목원,유료,외국인,2018년 04월,-
전라남도,완도군,해신세트장(소세포),유료,내국인,2018년 04월,22761
전라남도,완도군,해신세트장(소세포),유료,외국인,2018년 04월,-
전라남도,완도군,슬로시티청산도,무료,내국인,2018년 04월,75917
전라남도,진도군,소전미술관,유료,내국인,2018년 04월,298
전라남도,진도군,소전미술관,유료,외국인,2018년 04월,0
전라남도,진도군,운림산방,유료,내국인,2018년 04월,10325
전라남도,진도군,운림산방,유료,외국인,2018년 04월,0
전라남도,진도군,조도,유료,내국인,2018년 04월,14328
전라남도,진도군,조도,유료,외국인,2018년 04월,0
전라남도,진도군,진도타워,유료,내국인,2018년 04월,22300
전라남도,진도군,진도타워,유료,외국인,2018년 04월,0
전라남도,진도군,해양생태관,유료,내국인,2018년 04월,429
전라남도,진도군,해양생태관,유료,외국인,2018년 04월,0
전라남도,진도군,국립남도국악원,무료,내국인,2018년 04월,2063
전라남도,진도군,신비의바닷길 체험관,무료,내국인,2018년 04월,2083
전라남도,진도군,아리랑마을 관광지,무료,내국인,2018년 04월,834
전라남도,진도군,진도개테마파크,무료,내국인,2018년 04월,5381
전라남도,진도군,향토문화회관,무료,내국인,2018년 04월,1420
전라남도,신안군,천사섬 분재공원,유료,내국인,2018년 04월,6616
전라남도,신안군,천사섬 분재공원,유료,외국인,2018년 04월,5
전라남도,신안군,가거도,무료,내국인,2018년 04월,725
전라남도,신안군,도초,무료,내국인,2018년 04월,2185
전라남도,신안군,비금도,무료,내국인,2018년 04월,5777
전라남도,신안군,신의,무료,내국인,2018년 04월,2212
전라남도,신안군,안좌도 소망의다리,무료,내국인,2018년 04월,3403
전라남도,신안군,암태,무료,내국인,2018년 04월,9666
전라남도,신안군,임자도,무료,내국인,2018년 04월,45267
전라남도,신안군,장산도,무료,내국인,2018년 04월,2049
전라남도,신안군,증도면 짱뚱어다리,무료,내국인,2018년 04월,22315
전라남도,신안군,팔금도,무료,내국인,2018년 04월,4600
전라남도,신안군,하의,무료,내국인,2018년 04월,1221
전라남도,신안군,홍도,무료,내국인,2018년 04월,12981
전라남도,신안군,흑산도,무료,내국인,2018년 04월,12640
경상북도,포항시,기청산식물원,유료,내국인,2018년 04월,1647
경상북도,포항시,기청산식물원,유료,외국인,2018년 04월,-
경상북도,포항시,덕동문화마을,유료,내국인,2018년 04월,2251
경상북도,포항시,덕동문화마을,유료,외국인,2018년 04월,0
경상북도,포항시,보경사,유료,내국인,2018년 04월,54420
경상북도,포항시,보경사,유료,외국인,2018년 04월,437
경상북도,포항시,영일만크루즈,유료,내국인,2018년 04월,14580
경상북도,포항시,영일만크루즈,유료,외국인,2018년 04월,-
경상북도,포항시,한국로봇융합연구원,유료,내국인,2018년 04월,1087
경상북도,포항시,한국로봇융합연구원,유료,외국인,2018년 04월,0
경상북도,포항시,경상북도수목원,무료,내국인,2018년 04월,15160
경상북도,포항시,경상북도수목원,무료,외국인,2018년 04월,-
경상북도,포항시,구룡포과메기문화관,무료,내국인,2018년 04월,25849
경상북도,포항시,구룡포근대문화역사관,무료,내국인,2018년 04월,19389
경상북도,포항시,구룡포근대문화역사관,무료,외국인,2018년 04월,275
경상북도,포항시,국립등대박물관,무료,내국인,2018년 04월,69540
경상북도,포항시,국립등대박물관,무료,외국인,2018년 04월,-
경상북도,포항시,덕실마을(대통령고향마을),무료,내국인,2018년 04월,4430
경상북도,포항시,덕실마을(대통령고향마을),무료,외국인,2018년 04월,10
경상북도,포항시,사방기념공원,무료,내국인,2018년 04월,8364
경상북도,포항시,사방기념공원,무료,외국인,2018년 04월,48
경상북도,포항시,새마을기념관,무료,내국인,2018년 04월,3085
경상북도,포항시,새마을기념관,무료,외국인,2018년 04월,25
경상북도,포항시,새천년기념관,무료,내국인,2018년 04월,76164
경상북도,포항시,새천년기념관,무료,외국인,2018년 04월,591
경상북도,포항시,영일민속박물관,무료,내국인,2018년 04월,366
경상북도,포항시,영일민속박물관,무료,외국인,2018년 04월,13
경상북도,포항시,오어사,무료,내국인,2018년 04월,30400
경상북도,포항시,오어사,무료,외국인,2018년 04월,356
경상북도,포항시,포스코,무료,내국인,2018년 04월,7204
경상북도,포항시,포스코,무료,외국인,2018년 04월,368
경상북도,포항시,포스코역사관,무료,내국인,2018년 04월,4387
경상북도,포항시,포스코역사관,무료,외국인,2018년 04월,340
경상북도,포항시,포항가속기연구소,무료,내국인,2018년 04월,928
경상북도,포항시,포항가속기연구소,무료,외국인,2018년 04월,78
경상북도,포항시,포항시립미술관,무료,내국인,2018년 04월,9940
경상북도,포항시,포항시립미술관,무료,외국인,2018년 04월,-
경상북도,포항시,포항운하홍보관,무료,내국인,2018년 04월,11634
경상북도,포항시,포항운하홍보관,무료,외국인,2018년 04월,0
경상북도,포항시,포항함,무료,내국인,2018년 04월,9360
경상북도,포항시,포항함,무료,외국인,2018년 04월,25
경상북도,경주시,경주 동궁과 월지,유료,내국인,2018년 04월,137262
경상북도,경주시,경주 동궁과 월지,유료,외국인,2018년 04월,-
경상북도,경주시,경주 양동마을,유료,내국인,2018년 04월,19373
경상북도,경주시,경주 양동마을,유료,외국인,2018년 04월,2784
경상북도,경주시,경주 오릉,유료,내국인,2018년 04월,5763
경상북도,경주시,경주동궁원,유료,내국인,2018년 04월,45110
경상북도,경주시,경주동궁원,유료,외국인,2018년 04월,130
경상북도,경주시,경주월드,유료,내국인,2018년 04월,80126
경상북도,경주시,경주월드,유료,외국인,2018년 04월,-
경상북도,경주시,기림사,유료,내국인,2018년 04월,3768
경상북도,경주시,기림사,유료,외국인,2018년 04월,-
경상북도,경주시,김유신장군묘,유료,내국인,2018년 04월,9925
경상북도,경주시,대릉원,유료,내국인,2018년 04월,141798
경상북도,경주시,무열왕릉,유료,내국인,2018년 04월,-
경상북도,경주시,분황사,유료,내국인,2018년 04월,8111
경상북도,경주시,분황사,유료,외국인,2018년 04월,-
경상북도,경주시,불국사,유료,내국인,2018년 04월,135666
경상북도,경주시,불국사,유료,외국인,2018년 04월,18649
경상북도,경주시,석굴암,유료,내국인,2018년 04월,57571
경상북도,경주시,석굴암,유료,외국인,2018년 04월,3594
경상북도,경주시,신라역사과학관,유료,내국인,2018년 04월,3467
경상북도,경주시,신라역사과학관,유료,외국인,2018년 04월,-
경상북도,경주시,통일전,유료,내국인,2018년 04월,15252
경상북도,경주시,통일전,유료,외국인,2018년 04월,204
경상북도,경주시,포석정,유료,내국인,2018년 04월,7728
경상북도,경주시,경주 세계문화엑스포공원,무료,내국인,2018년 04월,40151
경상북도,경주시,경주 세계문화엑스포공원,무료,외국인,2018년 04월,-
경상북도,경주시,경주 토함산 (불국사탐방로 제외),무료,내국인,2018년 04월,5962
경상북도,경주시,경주감은사지,무료,내국인,2018년 04월,8992
경상북도,경주시,교촌한옥마을,무료,내국인,2018년 04월,38290
경상북도,경주시,구미산,무료,내국인,2018년 04월,399
경상북도,경주시,남산,무료,내국인,2018년 04월,31717
경상북도,경주시,단석산(국립공원),무료,내국인,2018년 04월,344
경상북도,경주시,소금강산,무료,내국인,2018년 04월,7546
경상북도,경주시,양남 주상절리 전망대,무료,내국인,2018년 04월,-
경상북도,김천시,김천녹색미래과학관,유료,내국인,2018년 04월,15792
경상북도,김천시,김천녹색미래과학관,유료,외국인,2018년 04월,0
경상북도,김천시,김천시립미술관,유료,내국인,2018년 04월,920
경상북도,김천시,김천시립미술관,유료,외국인,2018년 04월,0
경상북도,김천시,김천실내체육관,유료,내국인,2018년 04월,0
경상북도,김천시,문화예술회관,유료,내국인,2018년 04월,537
경상북도,김천시,수도계곡,유료,내국인,2018년 04월,0
경상북도,김천시,수도계곡,유료,외국인,2018년 04월,0
경상북도,김천시,수도산 자연휴양림,유료,내국인,2018년 04월,1072
경상북도,김천시,수도산 자연휴양림,유료,외국인,2018년 04월,0
경상북도,김천시,옛날솜씨마을,유료,내국인,2018년 04월,630
경상북도,김천시,옛날솜씨마을,유료,외국인,2018년 04월,0
경상북도,김천시,이화만리 녹색농촌 체험마을,유료,내국인,2018년 04월,374
경상북도,김천시,이화만리 녹색농촌 체험마을,유료,외국인,2018년 04월,0
경상북도,김천시,증산수도계곡캠핑장,유료,내국인,2018년 04월,178
경상북도,김천시,증산수도계곡캠핑장,유료,외국인,2018년 04월,0
경상북도,김천시,직지사,유료,내국인,2018년 04월,39420
경상북도,김천시,직지사,유료,외국인,2018년 04월,228
경상북도,김천시,부항댐(물 문화관),무료,내국인,2018년 04월,9098
경상북도,김천시,빗내농악전수관,무료,내국인,2018년 04월,213
경상북도,김천시,빗내농악전수관,무료,외국인,2018년 04월,8
경상북도,안동시,계명산자연휴양림,유료,내국인,2018년 04월,1015
경상북도,안동시,계명산자연휴양림,유료,외국인,2018년 04월,-
경상북도,안동시,단호샌드파크캠핑장,유료,내국인,2018년 04월,1322
경상북도,안동시,도산서원,유료,내국인,2018년 04월,20648
경상북도,안동시,도산서원,유료,외국인,2018년 04월,369
경상북도,안동시,도산온천,유료,내국인,2018년 04월,3414
경상북도,안동시,도산온천,유료,외국인,2018년 04월,-
경상북도,안동시,봉정사,유료,내국인,2018년 04월,6355
경상북도,안동시,봉정사,유료,외국인,2018년 04월,566
경상북도,안동시,산림과학박물관,유료,내국인,2018년 04월,8942
경상북도,안동시,산림과학박물관,유료,외국인,2018년 04월,-
경상북도,안동시,시립민속박물관,유료,내국인,2018년 04월,40636
경상북도,안동시,시립민속박물관,유료,외국인,2018년 04월,147
경상북도,안동시,안동국제탈춤페스티벌,유료,내국인,2018년 04월,0
경상북도,안동시,안동국제탈춤페스티벌,유료,외국인,2018년 04월,0
경상북도,안동시,안동군자마을,유료,내국인,2018년 04월,1134
경상북도,안동시,안동군자마을,유료,외국인,2018년 04월,-
경상북도,안동시,안동독립운동기념관,유료,내국인,2018년 04월,2276
경상북도,안동시,안동독립운동기념관,유료,외국인,2018년 04월,-
경상북도,안동시,안동문화관광단지 온뜨레피움,유료,내국인,2018년 04월,5056
경상북도,안동시,안동문화관광단지 온뜨레피움,유료,외국인,2018년 04월,0
경상북도,안동시,안동문화관광단지 유교랜드,유료,내국인,2018년 04월,4681
경상북도,안동시,안동문화관광단지 유교랜드,유료,외국인,2018년 04월,4
경상북도,안동시,안동문화관광단지 휴그린 골프장,유료,내국인,2018년 04월,7388
경상북도,안동시,안동문화관광단지 휴그린 골프장,유료,외국인,2018년 04월,0
경상북도,안동시,안동예절학교,유료,내국인,2018년 04월,0
경상북도,안동시,안동예절학교,유료,외국인,2018년 04월,-
경상북도,안동시,안동체육관,유료,내국인,2018년 04월,9340
경상북도,안동시,안동체육관,유료,외국인,2018년 04월,-
경상북도,안동시,안동한지,유료,내국인,2018년 04월,1221
경상북도,안동시,안동한지,유료,외국인,2018년 04월,18
경상북도,안동시,예움터마을,유료,내국인,2018년 04월,-
경상북도,안동시,예움터마을,유료,외국인,2018년 04월,-
경상북도,안동시,임하호 캠핑 수상레저타운,유료,내국인,2018년 04월,1049
경상북도,안동시,전통문화콘텐츠박물관,유료,내국인,2018년 04월,1396
경상북도,안동시,전통문화콘텐츠박물관,유료,외국인,2018년 04월,9
경상북도,안동시,지례예술촌,유료,내국인,2018년 04월,-
경상북도,안동시,지례예술촌,유료,외국인,2018년 04월,-
경상북도,안동시,탑블리스 골프장,유료,내국인,2018년 04월,9526
경상북도,안동시,탑블리스 골프장,유료,외국인,2018년 04월,-
경상북도,안동시,하회동탈박물관,유료,내국인,2018년 04월,20388
경상북도,안동시,하회동탈박물관,유료,외국인,2018년 04월,778
경상북도,안동시,하회마을,유료,내국인,2018년 04월,272997
경상북도,안동시,하회마을,유료,외국인,2018년 04월,2816
경상북도,안동시,학가산온천,유료,내국인,2018년 04월,42958
경상북도,안동시,학가산온천,유료,외국인,2018년 04월,3
경상북도,안동시,한국국학진흥원,유료,내국인,2018년 04월,4316
경상북도,안동시,한국국학진흥원,유료,외국인,2018년 04월,43
