시도,군구,관광지명,유료/무료,연도월,입장객수,연도
서울특별시,종로구,경복궁,유료,2018년 06월,89976.0,2018
서울특별시,종로구,종묘,유료,2018년 06월,5848.0,2018
서울특별시,종로구,창경궁,유료,2018년 06월,5929.0,2018
서울특별시,종로구,창덕궁,유료,2018년 06월,44138.0,2018
서울특별시,중구,덕수궁,유료,2018년 06월,27801.0,2018
서울특별시,중구,남산골한옥마을,무료,2018년 06월,14920.0,2018
서울특별시,중구,서울시립미술관 본관,무료,2018년 06월,3170.0,2018
서울특별시,용산구,국립중앙박물관,유료,2018년 06월,10563.0,2018
서울특별시,동대문구,서울약령시 한의약박물관,유료,2018년 06월,294.0,2018
서울특별시,노원구,태릉 ·  강릉 · 조선왕릉전시관,유료,2018년 06월,79.0,2018
서울특별시,서대문구,서대문자연사박물관,유료,2018년 06월,,2018
서울특별시,서대문구,서대문형무소역사관,유료,2018년 06월,1056.0,2018
서울특별시,마포구,트릭아이미술관,유료,2018년 06월,17191.0,2018
서울특별시,서초구,헌릉ㆍ인릉,유료,2018년 06월,18.0,2018
서울특별시,강남구,선릉·정릉,유료,2018년 06월,1622.0,2018
서울특별시,종로구,경복궁,유료,2018년 07월,80522.0,2018
서울특별시,종로구,종묘,유료,2018년 07월,5146.0,2018
서울특별시,종로구,창경궁,유료,2018년 07월,5336.0,2018
서울특별시,종로구,창덕궁,유료,2018년 07월,37657.0,2018
서울특별시,중구,덕수궁,유료,2018년 07월,22785.0,2018
서울특별시,중구,남산골한옥마을,무료,2018년 07월,16116.0,2018
서울특별시,중구,서울시립미술관 본관,무료,2018년 07월,4974.0,2018
서울특별시,용산구,국립중앙박물관,유료,2018년 07월,15145.0,2018
서울특별시,동대문구,서울약령시 한의약박물관,유료,2018년 07월,290.0,2018
서울특별시,노원구,태릉 ·  강릉 · 조선왕릉전시관,유료,2018년 07월,22.0,2018
서울특별시,서대문구,서대문자연사박물관,유료,2018년 07월,,2018
서울특별시,서대문구,서대문형무소역사관,유료,2018년 07월,1231.0,2018
서울특별시,마포구,트릭아이미술관,유료,2018년 07월,19696.0,2018
서울특별시,서초구,헌릉ㆍ인릉,유료,2018년 07월,14.0,2018
서울특별시,강남구,선릉·정릉,유료,2018년 07월,1293.0,2018
서울특별시,종로구,경복궁,유료,2018년 08월,74322.0,2018
서울특별시,종로구,종묘,유료,2018년 08월,7317.0,2018
서울특별시,종로구,창경궁,유료,2018년 08월,5467.0,2018
서울특별시,종로구,창덕궁,유료,2018년 08월,38216.0,2018
서울특별시,중구,덕수궁,유료,2018년 08월,23452.0,2018
서울특별시,중구,남산골한옥마을,무료,2018년 08월,12698.0,2018
서울특별시,중구,서울시립미술관 본관,무료,2018년 08월,3857.0,2018
서울특별시,용산구,국립중앙박물관,유료,2018년 08월,13493.0,2018
서울특별시,동대문구,서울약령시 한의약박물관,유료,2018년 08월,224.0,2018
서울특별시,노원구,태릉 ·  강릉 · 조선왕릉전시관,유료,2018년 08월,15.0,2018
서울특별시,서대문구,서대문자연사박물관,유료,2018년 08월,,2018
서울특별시,서대문구,서대문형무소역사관,유료,2018년 08월,1685.0,2018
서울특별시,마포구,트릭아이미술관,유료,2018년 08월,18420.0,2018
서울특별시,서초구,헌릉ㆍ인릉,유료,2018년 08월,8.0,2018
서울특별시,강남구,선릉·정릉,유료,2018년 08월,1467.0,2018
서울특별시,종로구,경복궁,유료,2018년 09월,114309.0,2018
서울특별시,종로구,종묘,유료,2018년 09월,5215.0,2018
서울특별시,종로구,창경궁,유료,2018년 09월,9078.0,2018
서울특별시,종로구,창덕궁,유료,2018년 09월,58467.0,2018
서울특별시,중구,덕수궁,유료,2018년 09월,26530.0,2018
서울특별시,중구,남산골한옥마을,무료,2018년 09월,14942.0,2018
서울특별시,중구,서울시립미술관 본관,무료,2018년 09월,2729.0,2018
서울특별시,용산구,국립중앙박물관,유료,2018년 09월,10301.0,2018
서울특별시,동대문구,서울약령시 한의약박물관,유료,2018년 09월,199.0,2018
서울특별시,노원구,태릉 ·  강릉 · 조선왕릉전시관,유료,2018년 09월,28.0,2018
서울특별시,서대문구,서대문자연사박물관,유료,2018년 09월,,2018
서울특별시,서대문구,서대문형무소역사관,유료,2018년 09월,477.0,2018
서울특별시,마포구,트릭아이미술관,유료,2018년 09월,13311.0,2018
서울특별시,서초구,헌릉ㆍ인릉,유료,2018년 09월,12.0,2018
서울특별시,강남구,선릉·정릉,유료,2018년 09월,2509.0,2018
서울특별시,종로구,경복궁,유료,2018년 10월,107233.0,2018
서울특별시,종로구,종묘,유료,2018년 10월,8184.0,2018
서울특별시,종로구,창경궁,유료,2018년 10월,8585.0,2018
서울특별시,종로구,창덕궁,유료,2018년 10월,81125.0,2018
서울특별시,중구,덕수궁,유료,2018년 10월,38685.0,2018
서울특별시,중구,남산골한옥마을,무료,2018년 10월,17721.0,2018
서울특별시,중구,서울시립미술관 본관,무료,2018년 10월,3166.0,2018
서울특별시,용산구,국립중앙박물관,유료,2018년 10월,14619.0,2018
서울특별시,동대문구,서울약령시 한의약박물관,유료,2018년 10월,382.0,2018
서울특별시,노원구,태릉 ·  강릉 · 조선왕릉전시관,유료,2018년 10월,7.0,2018
서울특별시,서대문구,서대문자연사박물관,유료,2018년 10월,,2018
서울특별시,서대문구,서대문형무소역사관,유료,2018년 10월,1401.0,2018
서울특별시,마포구,트릭아이미술관,유료,2018년 10월,18477.0,2018
서울특별시,서초구,헌릉ㆍ인릉,유료,2018년 10월,18.0,2018
서울특별시,강남구,선릉·정릉,유료,2018년 10월,2178.0,2018
서울특별시,종로구,경복궁,유료,2018년 11월,95800.0,2018
서울특별시,종로구,종묘,유료,2018년 11월,6556.0,2018
서울특별시,종로구,창경궁,유료,2018년 11월,7234.0,2018
서울특별시,종로구,창덕궁,유료,2018년 11월,67698.0,2018
서울특별시,중구,덕수궁,유료,2018년 11월,37717.0,2018
서울특별시,중구,남산골한옥마을,무료,2018년 11월,17471.0,2018
서울특별시,중구,서울시립미술관 본관,무료,2018년 11월,2204.0,2018
서울특별시,용산구,국립중앙박물관,유료,2018년 11월,9179.0,2018
서울특별시,동대문구,서울약령시 한의약박물관,유료,2018년 11월,276.0,2018
서울특별시,노원구,태릉 ·  강릉 · 조선왕릉전시관,유료,2018년 11월,16.0,2018
서울특별시,서대문구,서대문자연사박물관,유료,2018년 11월,,2018
서울특별시,서대문구,서대문형무소역사관,유료,2018년 11월,831.0,2018
서울특별시,마포구,트릭아이미술관,유료,2018년 11월,17337.0,2018
서울특별시,서초구,헌릉ㆍ인릉,유료,2018년 11월,5.0,2018
서울특별시,강남구,선릉·정릉,유료,2018년 11월,1394.0,2018
서울특별시,종로구,경복궁,유료,2018년 12월,94545.0,2018
서울특별시,종로구,종묘,유료,2018년 12월,4301.0,2018
서울특별시,종로구,창경궁,유료,2018년 12월,3702.0,2018
서울특별시,종로구,창덕궁,유료,2018년 12월,35211.0,2018
서울특별시,중구,덕수궁,유료,2018년 12월,26817.0,2018
서울특별시,중구,남산골한옥마을,무료,2018년 12월,14581.0,2018
서울특별시,중구,서울시립미술관 본관,무료,2018년 12월,1916.0,2018
서울특별시,용산구,국립중앙박물관,유료,2018년 12월,7811.0,2018
서울특별시,동대문구,서울약령시 한의약박물관,유료,2018년 12월,141.0,2018
서울특별시,노원구,태릉 ·  강릉 · 조선왕릉전시관,유료,2018년 12월,3.0,2018
서울특별시,서대문구,서대문자연사박물관,유료,2018년 12월,,2018
서울특별시,서대문구,서대문형무소역사관,유료,2018년 12월,690.0,2018
서울특별시,마포구,트릭아이미술관,유료,2018년 12월,18962.0,2018
서울특별시,서초구,헌릉ㆍ인릉,유료,2018년 12월,19.0,2018
서울특별시,강남구,선릉·정릉,유료,2018년 12월,888.0,2018
서울특별시,종로구,경복궁,,2019년 01월,54374.0,2019
서울특별시,종로구,종묘,,2019년 01월,3547.0,2019
서울특별시,종로구,창경궁,,2019년 01월,3190.0,2019
서울특별시,종로구,창덕궁,,2019년 01월,25323.0,2019
