기준년월,광역지자체,방문자수,전월대비 방문자증감률,전년대비 방문자증감률,외국인 비율,소비액,인당 소비액,전년대비 인당소비증감률
201801,강원도,95574,0.0,0.0,0.9268280620193378,3056657,31.98209764161801,0.0
201801,경기도,374434,0.0,0.0,0.8627711906304183,22074410,58.9540746833888,0.0
201801,경상남도,86978,0.0,0.0,0.7748118534864618,2939692,33.79810986686289,0.0
201801,경상북도,59444,0.0,0.0,0.5120477750462936,1184495,19.92623309333154,0.0
201801,광주광역시,15493,0.0,0.0,0.3040218084087648,916812,59.175885883947586,0.0
201801,대구광역시,33713,0.0,0.0,0.3989339672162496,1986504,58.92397591433571,0.0
201801,대전광역시,20689,0.0,0.0,0.31820095953992283,1698675,82.10522499879163,0.0
201801,부산광역시,174910,0.0,0.0,1.4564772602272957,20497921,117.19124692699103,0.0
201801,서울특별시,1133444,0.0,0.0,2.3487336156857155,220579456,194.60992867755266,0.0
201801,세종특별자치시,4853,0.0,0.0,0.2960762123231886,44883,9.248506078714197,0.0
201801,울산광역시,40012,0.0,0.0,1.0246702447664018,989455,24.728956313106067,0.0
201801,인천광역시,352199,0.0,0.0,2.874773310992423,36395462,103.33777779039691,0.0
201801,전라남도,65112,0.0,0.0,0.9002910266237926,429721,6.59972048163165,0.0
201801,전라북도,26728,0.0,0.0,0.42341500167208374,630834,23.60199042202933,0.0
201801,제주특별자치도,158972,0.0,0.0,3.584881493160916,6852346,43.10410638351408,0.0
201801,충청남도,51734,0.0,0.0,0.5215817636932353,1231322,23.80102060540457,0.0
201801,충청북도,27837,0.0,0.0,0.40653208576064304,670781,24.09674174659626,0.0
201802,강원도,552313,477.89043045179653,0.0,5.095489043803199,12437297,22.518566465029792,0.0
201802,경기도,432142,15.412061938819654,0.0,1.0728511837865216,22507340,52.08320413197514,0.0
201802,경상남도,87756,0.8944790636712829,0.0,0.738953215291909,2735055,31.166586900041022,0.0
201802,경상북도,56311,-5.270506695377164,0.0,0.41523822754901496,1125833,19.993127452895525,0.0
201802,광주광역시,16017,3.3821725940747394,0.0,0.2996352632373517,577128,36.03221577074358,0.0
201802,대구광역시,39735,17.86254560555276,0.0,0.44865879980976464,1832509,46.118258462312824,0.0
201802,대전광역시,20788,0.4785151529798526,0.0,0.31885743875937034,2598016,124.97671733692515,0.0
201802,부산광역시,205153,17.290606597678803,0.0,1.635940435893005,21919033,106.84237130336871,0.0
201802,서울특별시,1258366,11.021453199275832,0.0,2.906809632712231,213448367,169.62343785512323,0.0
201802,세종특별자치시,5403,11.333195961261078,0.0,0.3210134590373636,56545,10.465482139552101,0.0
201802,울산광역시,39317,-1.7369789063281016,0.0,1.0716749578806692,1410523,35.87565175369433,0.0
201802,인천광역시,403089,14.449217629805865,0.0,3.794836377460109,38545719,95.62582705060173,0.0
201802,전라남도,61746,-5.16955399926281,0.0,0.6804020174703296,398827,6.4591552489230075,0.0
201802,전라북도,30439,13.884316073032021,0.0,0.4030850526808685,636708,20.917507145438417,0.0
201802,제주특별자치도,182291,14.66862088921319,0.0,5.007031614799351,7263305,39.84456171725428,0.0
201802,충청남도,57080,10.33362972126648,0.0,0.5083390129620214,1166813,20.441713384723194,0.0
201802,충청북도,28126,1.038186586198231,0.0,0.3664485034710071,792973,28.193593116689183,0.0
201803,강원도,125961,-77.19390997495985,0.0,1.2517354574109734,2430243,19.293614690261272,0.0
201803,경기도,412287,-4.59455456771154,0.0,0.7663665307461708,26192213,63.52907804514816,0.0
201803,경상남도,106862,21.771730707871818,0.0,0.8537515631046895,3656295,34.21510920626603,0.0
201803,경상북도,74851,32.9242954307329,0.0,0.5159974656142435,1586576,21.196456961162845,0.0
201803,광주광역시,21379,33.47693076106637,0.0,0.35725159408839596,951226,44.493474905280884,0.0
201803,대구광역시,52036,30.957594060651815,0.0,0.5484210603973513,2837005,54.52004381581982,0.0
201803,대전광역시,25132,20.89667115643641,0.0,0.3065688960897096,2138818,85.10337418430686,0.0
201803,부산광역시,269389,31.311265250812802,0.0,1.9954060824594124,26550901,98.55970733771609,0.0
201803,서울특별시,1350586,7.328551470716782,0.0,2.373641097914413,245123067,181.49386044280038,0.0
201803,세종특별자치시,7959,47.3070516379789,0.0,0.353286622026815,53044,6.6646563638648075,0.0
201803,울산광역시,50700,28.951852888063677,0.0,1.2609104818219983,1264436,24.93956607495069,0.0
201803,인천광역시,364127,-9.665855431430781,0.0,2.7090559457806402,42227997,115.97051852787627,0.0
201803,전라남도,77173,24.984614387976546,0.0,0.819431395967157,573942,7.437082917600716,0.0
201803,전라북도,40194,32.047701961299644,0.0,0.5314322319452992,1102672,27.433746330298053,0.0
201803,제주특별자치도,220147,20.76679594713946,0.0,5.000296410435555,15686390,71.25416199176006,0.0
201803,충청남도,64538,13.065872459705673,0.0,0.4776576022888013,1715796,26.58582540518764,0.0
201803,충청북도,38879,38.23152954561615,0.0,0.42459322966060936,1040033,26.75050798631652,0.0
201804,강원도,84359,-33.027683171775394,0.0,0.9344285047936551,830614,9.846181201768632,0.0
201804,경기도,485914,17.85819101742232,0.0,1.066805993647912,26086303,53.685020394555416,0.0
201804,경상남도,131418,22.979169396043496,0.0,1.1223749822891451,3780807,28.769323836917316,0.0
201804,경상북도,91990,22.89748967949661,0.0,0.7214165832960887,1968340,21.397325796282203,0.0
201804,광주광역시,21215,-0.7671079096309485,0.0,0.4510409553266417,1233633,58.149092623144,0.0
201804,대구광역시,57565,10.625336305634558,0.0,0.7289049660631521,3266775,56.74932684791106,0.0
201804,대전광역시,23835,-5.1607512334871934,0.0,0.3815096128097595,2266002,95.0703587161737,0.0
201804,부산광역시,318152,18.10133301656711,0.0,2.9231237526958216,28377838,89.19584978249391,0.0
201804,서울특별시,1537003,13.802675283173382,0.0,3.368364769918672,258327223,168.07203564339173,0.0
201804,세종특별자치시,5742,-27.855258198266107,0.0,0.32099426604286524,46764,8.144200626959247,0.0
201804,울산광역시,46613,-8.061143984220909,0.0,1.3463568098278589,1039309,22.296548173256387,0.0
201804,인천광역시,392642,7.831058943720182,0.0,3.383538373415989,42795100,108.9926701677355,0.0
201804,전라남도,102664,33.0309823383826,0.0,1.1189412390183782,660372,6.4323618795293385,0.0
201804,전라북도,43168,7.3991142956660205,0.0,0.6337924981449296,910667,21.095881208302448,0.0
201804,제주특별자치도,307812,39.82111952468124,0.0,6.592569191970572,16594216,53.910230920172054,0.0
201804,충청남도,71656,11.029161114382235,0.0,0.6044322557766738,1529163,21.34033437534889,0.0
201804,충청북도,36909,-5.067002752128403,0.0,0.45806540249104477,926042,25.089869679481968,0.0
201805,강원도,67325,-20.192273497789216,0.0,0.5934070253927085,967067,14.364158930560713,0.0
201805,경기도,478256,-1.5759990450985195,0.0,0.9028550533244142,26986219,56.42630515874343,0.0
201805,경상남도,122153,-7.0500235888538825,0.0,0.9452742593863275,3780692,30.950463762658305,0.0
201805,경상북도,118536,28.85748450918577,0.0,0.8173099033598749,1706099,14.393087332118512,0.0
201805,광주광역시,23750,11.949092623144008,0.0,0.44634257497380675,1835895,77.30084210526316,0.0
201805,대구광역시,49261,-14.425432120211934,0.0,0.547657521994518,2684061,54.48653092710258,0.0
201805,대전광역시,25082,5.231801971890082,0.0,0.3655202564849898,2234919,89.1044972490232,0.0
201805,부산광역시,317102,-0.33003092861273453,0.0,2.535511124554859,32879269,103.68672856052626,0.0
201805,서울특별시,1446624,-5.880209732837216,0.0,2.922818033128439,271009363,187.3391862709315,0.0
201805,세종특별자치시,5978,4.110066179031691,0.0,0.3104320863601501,62892,10.52057544329207,0.0
201805,울산광역시,58157,24.765623323965414,0.0,1.452366973329361,983937,16.918634042333682,0.0
201805,인천광역시,390702,-0.4940887627915558,0.0,2.9202672460630597,44363381,113.54787280331301,0.0
201805,전라남도,123021,19.828761786020422,0.0,1.198432367347416,707047,5.747368335487437,0.0
201805,전라북도,44936,4.09562638991845,0.0,0.5740643412989829,980673,21.823771586256008,0.0
201805,제주특별자치도,314779,2.263394539524133,0.0,6.697027984934511,17475796,55.51766795116574,0.0
201805,충청남도,80198,11.920844032600208,0.0,0.6120164100801464,1742211,21.7238709194743,0.0
201805,충청북도,46730,26.6086862282912,0.0,0.5089513021932393,1117026,23.903830515728654,0.0
201806,강원도,64414,-4.323802450798365,0.0,0.6037293177438815,961512,14.927065544757351,0.0
201806,경기도,445337,-6.883133719179691,0.0,0.9195992210342878,25653220,57.604061643205036,0.0
201806,경상남도,120870,-1.0503221369921323,0.0,1.076360794499776,3492451,28.89427484073798,0.0
201806,경상북도,118203,-0.28092731322130193,0.0,0.9250110536797994,1526390,12.91329323282827,0.0
201806,광주광역시,22266,-6.248421052631581,0.0,0.46348528612191914,1077268,48.38174795652564,0.0
201806,대구광역시,49960,1.4189724122531056,0.0,0.6278124956803334,2784431,55.7332065652522,0.0
201806,대전광역시,25997,3.6480344470138037,0.0,0.40323987894582797,2183212,83.9793822364119,0.0
201806,부산광역시,307320,-3.0848118271092573,0.0,2.6857119286438884,29238886,95.1415007158662,0.0
201806,서울특별시,1312630,-9.262531245161142,0.0,2.703489635991452,240080012,182.89998857256043,0.0
201806,세종특별자치시,5225,-12.596186015389765,0.0,0.29203860834241124,54294,10.391196172248804,0.0
201806,울산광역시,51197,-11.967604931478581,0.0,1.4305221460318986,965786,18.864113131628805,0.0
201806,인천광역시,349135,-10.639054829512007,0.0,2.811305808005532,39777100,113.93042805791455,0.0
201806,전라남도,114686,-6.775266011493974,0.0,1.3627315277728762,576741,5.028870132361404,0.0
201806,전라북도,40543,-9.776126045931989,0.0,0.617212249127647,870094,21.461016698320304,0.0
201806,제주특별자치도,365283,16.044272330746324,0.0,7.853732739205453,19550439,53.521349200482916,0.0
201806,충청남도,71168,-11.25963240978578,0.0,0.6094913409032167,1538471,21.617454473920862,0.0
201806,충청북도,41266,-11.692702760539264,0.0,0.5024141837954929,993781,24.082319585130616,0.0
201807,강원도,91522,42.084019002080296,0.0,0.67269521295792,1101975,12.040547627892748,0.0
201807,경기도,638262,43.32112535001582,0.0,1.201390413146866,25560766,40.04745073339788,0.0
201807,경상남도,135507,12.109704641350216,0.0,1.0336357445271243,3222507,23.781110938918285,0.0
201807,경상북도,115081,-2.641218919993571,0.0,0.7982114337453506,1702255,14.791798819961592,0.0
201807,광주광역시,29708,33.42315638192761,0.0,0.5502472945588158,976712,32.877070149454696,0.0
201807,대구광역시,67108,34.32345876701361,0.0,0.7654043790282302,3321971,49.501862669130354,0.0
201807,대전광역시,40632,56.29495711043582,0.0,0.5925604438778234,2475161,60.91654361094704,0.0
201807,부산광역시,346683,12.8084732526357,0.0,2.751155649164507,29299649,84.51423634847974,0.0
201807,서울특별시,1824466,38.99316639113841,0.0,3.4104157102245964,227383436,124.63013067933302,0.0
201807,세종특별자치시,8500,62.67942583732058,0.0,0.4517537612486687,56014,6.589882352941176,0.0
201807,울산광역시,59640,16.491200656288463,0.0,1.462678521458627,1013695,16.996898054996645,0.0
201807,인천광역시,505705,44.845117218268,0.0,3.72915249597813,42864090,84.76105634707982,0.0
201807,전라남도,147085,28.250178748931877,0.0,1.5186160950694871,762903,5.186817146547915,0.0
201807,전라북도,60686,49.683052561477936,0.0,0.810866568716686,949469,15.645601951026595,0.0
201807,제주특별자치도,429641,17.618668265427083,0.0,8.413957768547766,19130087,44.52574824097328,0.0
201807,충청남도,108436,52.36623201438848,0.0,0.847673198201966,1560009,14.386449149728872,0.0
201807,충청북도,63509,53.90151698735035,0.0,0.7079586236202615,1155804,18.199058401171488,0.0
201808,강원도,103722,13.330128275168818,0.0,0.6156544395652325,1255223,12.101800967972078,0.0
201808,경기도,642457,0.6572536043192301,0.0,1.2448980952191242,25061719,39.00917726789497,0.0
201808,경상남도,145048,7.040964673411709,0.0,1.0428787618208935,2985190,20.580704318570405,0.0
201808,경상북도,122354,6.319896420781879,0.0,0.7810296244714019,1654698,13.52385700508361,0.0
201808,광주광역시,29601,-0.3601723441497229,0.0,0.5471391595893711,987416,33.35752170534779,0.0
201808,대구광역시,76239,13.606425463432071,0.0,0.8698548222467604,3041890,39.899395322603915,0.0
201808,대전광역시,52609,29.476767080133893,0.0,0.7559468180370816,2577507,48.99365127639757,0.0
201808,부산광역시,383917,10.74007090050564,0.0,2.795984535154107,30824848,80.29039610124063,0.0
201808,서울특별시,2054356,12.60039924010643,0.0,4.01401174893421,241545629,117.57729867656823,0.0
201808,세종특별자치시,9329,9.752941176470586,0.0,0.5048433356783376,70156,7.520205809840283,0.0
201808,울산광역시,66156,10.925553319919512,0.0,1.5915092562588273,898527,13.581942680935969,0.0
201808,인천광역시,558238,10.388072097369028,0.0,4.144440320743888,39832637,71.35421988470867,0.0
